tickers,ORCL,MSFT,FISV,CDNS,IBM,AAPL,AMAT,TXN,GLW,MSI,HPQ,XRX,SWKS,KLAC,LRCX,MU,INTC,AMD,ADBE,CSCO,XLNX,QCOM,SNPS,INTU,MCHP,FLIR,IT,NTAP,CTXS,ANSS,APH,ADSK,VRSN,CTSH,NVDA,FFIV,JNPR,AKAM,FIS,CRM
ORCL,1.0,-0.13812171487964764,0.7748095716818666,0.9343023099188346,0.2353223810173458,0.4742083308278088,0.04026766486613122,-0.13239916792192724,-0.37297923562753144,0.5584060575961463,-0.656474917107413,-0.380608783061121,0.06315300117176756,0.06754025121340951,-0.5025633082270449,-0.13635651963381143,-0.5884702145275661,-0.6486795410502588,0.632575245368038,0.26124019351954436,0.26633255486459895,0.396284517077669,0.865513564955722,0.7565652337797888,-0.11983678127479189,-0.338731067618638,0.7562364666138583,-0.13862595657163035,-0.16871736233482182,0.697778577539644,0.8656850563026914,-0.10971034431355679,0.43189089701962124,0.2857468261301138,-0.09993888262485486,-0.3984504956122329,-0.111536883929374,0.7673957525771677,0.4001183753021188,0.5919176861092319
MSFT,-0.13812171487964764,1.0,-0.3430018676960407,-0.0740939103984408,0.6514281048516819,0.3476967574996003,0.6347517174547285,0.3861130531911741,0.437494284838443,-0.3123656832435994,0.5411783116766806,0.637909798650411,0.6776730718270415,0.6493388432836341,0.4572164616743514,0.5327887120288284,0.7696722777422851,0.7057921797969904,-0.048538213525988944,0.27760228042601565,0.37606541020875645,0.39024713540670636,-0.11101185557513646,0.04423088413987234,0.6265410739649884,0.3967933559142044,-0.07699345383281758,0.6397668981945531,0.7941679670714794,0.05406223646652026,-0.06931484187966785,0.6252212550549523,0.18201349224947122,0.22743009275327747,0.6021008181453595,0.6970780346545377,0.35693503992264025,0.01584702745651778,-0.1928103213992753,0.08555081138266847
FISV,0.7748095716818666,-0.3430018676960407,1.0,0.7581236253317043,0.1890908955612705,0.49852770513365174,-0.36094218117248245,-0.363672864591842,-0.4007161106718212,0.7204697031845311,-0.8623540674212709,-0.6259613475571894,-0.010808457313186758,-0.265961601871672,-0.5541546142537439,-0.46492825752317635,-0.7031453450194525,-0.7168856404878052,0.7260832396395598,-0.030016530545811188,-0.016641791174158566,0.2426870115190906,0.757650653037647,0.7493751822531696,-0.5749776575593534,-0.6378765948482121,0.7939097418331915,-0.4081450028696547,-0.21135872683499385,0.6308697494642872,0.8085993759334371,-0.21345570707968847,0.3596963343296431,0.07114629936293465,-0.5499823870451571,-0.5492469887194386,-0.43778086197679333,0.5413813781940874,0.8009446707940004,0.7609186866409242
CDNS,0.9343023099188346,-0.0740939103984408,0.7581236253317043,0.9999999999999999,0.3351401189449087,0.5181449733821876,0.09080609086903664,-0.05404507832421945,-0.34156273025033645,0.6345735665999774,-0.6369099499872137,-0.38261859189800274,0.08393432408571366,0.09294370634320856,-0.4333084248453898,-0.09588634253783926,-0.5812117702815576,-0.6044571816070206,0.671649052472592,0.32078747533881036,0.33851277598397445,0.5381436696589859,0.920151177259239,0.7630111538251145,-0.10565507487046089,-0.3011977704743994,0.751607264859512,-0.04952495484626045,-0.16925996946562255,0.8032554549112234,0.890583845452869,-0.032033284120248834,0.42939185722273765,0.36369733414993755,-0.06372062325780009,-0.31354646288893595,-0.04335857608301062,0.8546850024421713,0.42790148473740686,0.6596688594066807
IBM,0.2353223810173458,0.6514281048516819,0.1890908955612705,0.3351401189449087,1.0,0.6282605480962629,0.31980613625821597,0.14363480135580114,0.3119925272634661,0.19134735743335193,0.00962256974208323,0.2210914512937858,0.49644948243336945,0.4309931303238811,0.08167276848597103,0.16807743214107784,0.27022284228166105,0.24540945511907575,0.3520162262429643,0.322102927924,0.33343508192028104,0.6376155050399908,0.31852949618186954,0.4160580472842114,0.24059551591985534,0.06448127382241756,0.3323857359174219,0.4030225362747739,0.5613106571986614,0.5394811788266978,0.3624741691699896,0.49151264032952635,0.41215847082431384,0.3936392611143003,0.18975609646673236,0.4560473434033977,0.12913632497029037,0.36434453512674614,0.13711438869373826,0.5908828169144095
AAPL,0.4742083308278088,0.3476967574996003,0.49852770513365174,0.5181449733821876,0.6282605480962629,1.0,-0.15544921629074543,-0.4538855482796636,-0.25829288617784807,0.09867308805880406,-0.4937054227288109,-0.2614613243679985,0.6490316228820827,0.1722493777492371,-0.5068755785901495,-0.35723839528557366,-0.08054830733354065,-0.2584010336578666,0.21593870146183852,-0.1568565204722832,-0.18775773748570396,0.31427195821668896,0.610097972430802,0.4792597928029491,-0.2291898763200478,-0.5595573660380171,0.803444446394419,-0.16493096861096518,0.472226804263257,0.5930145658363869,0.5368576042026316,-0.08366602407967651,0.8111766422363961,-0.12782135517715007,-0.18498106243390677,-0.19263843315565782,-0.4688680334620252,0.27855498509844645,0.40233648181690324,0.5744522071096217
AMAT,0.04026766486613122,0.6347517174547285,-0.36094218117248245,0.09080609086903664,0.31980613625821597,-0.15544921629074543,1.0,0.8203617358875133,0.547642535352536,-0.12339939811496202,0.6547510122850299,0.7525781307452495,0.2353542304706304,0.7019620211809483,0.6760182905400385,0.8841603065904533,0.535405820802245,0.6100758990313849,0.15950896027088673,0.7497802756256593,0.8352344791222343,0.5203686205842156,-0.054832022237361215,0.14002633083752897,0.9107950402922906,0.7768999936167841,-0.32742094936590616,0.8296971567675147,0.2937391495806534,0.07452599644592796,0.024722477637861458,0.7475108280019445,-0.23016553593379582,0.6617804533462661,0.8774790249082407,0.7161536593728858,0.8353623006557619,0.3432861245952791,-0.3928907698054996,-0.034117198146562666
TXN,-0.13239916792192724,0.3861130531911741,-0.363672864591842,-0.05404507832421945,0.14363480135580114,-0.4538855482796636,0.8203617358875133,1.0,0.5849408851288023,0.1255683631916601,0.6558990002961473,0.6488390328497496,-0.08062404533198951,0.5100033708219583,0.8600999611450209,0.8612628806590307,0.4187411056567758,0.6265520242559954,0.2753442112897584,0.7943769246709802,0.8606642918619645,0.5720211834638596,-0.1985120212789934,0.022651898552780943,0.7379122589077329,0.8731188076914864,-0.506202176324556,0.8548245677168138,0.02625685584168458,-0.09534887835932725,-0.052896368199127526,0.8032386471110255,-0.6158884493447097,0.7438343603270386,0.6622163012075568,0.7831958974373526,0.9286530798990884,0.25754836214117094,-0.2306088716149481,0.03413709236340956
GLW,-0.37297923562753144,0.437494284838443,-0.4007161106718212,-0.34156273025033645,0.3119925272634661,-0.25829288617784807,0.547642535352536,0.5849408851288023,1.0,-0.10609592696169881,0.6560086175353654,0.7948373522200195,-0.06793264606188039,0.26728421895177984,0.6496968539181811,0.5780555676224772,0.49486689205767204,0.68009641918182,-0.007285314249423691,0.5454047999921608,0.47227830606533905,0.23258109285314482,-0.3570544787411647,-0.143162269824964,0.551483391501667,0.6564544074749321,-0.560020259608743,0.6274539566149997,0.3246806824664973,-0.14395092455795672,-0.38047703174151315,0.5888258164388553,-0.35035993510917585,0.5296278817878926,0.40101120458842276,0.7607041159064263,0.5981428092580356,-0.046637025104944024,-0.3142769277711316,-0.03923314527428812
MSI,0.5584060575961463,-0.3123656832435994,0.7204697031845311,0.6345735665999774,0.19134735743335193,0.09867308805880406,-0.12339939811496202,0.1255683631916601,-0.10609592696169881,1.0,-0.565237735127578,-0.37349351574708683,-0.31277499605257786,-0.2633624504442852,-0.12951864836546584,-0.10798119787089527,-0.6367908924766111,-0.4622284904884307,0.7996238010536825,0.3272491199048353,0.3558409084090086,0.5117073218470456,0.5761563146806615,0.5561885020049875,-0.35973428589847833,-0.15429851054577257,0.3866304473087493,-0.016968610679718096,-0.3995865382868049,0.5565846159150245,0.6458714623517742,0.07012753348635777,-0.12784862652300166,0.42993945477824314,-0.3800199163619806,-0.1610362655848286,0.039641527213224746,0.6182612720415481,0.664948326635973,0.7225496737878535
HPQ,-0.656474917107413,0.5411783116766806,-0.8623540674212709,-0.6369099499872137,0.00962256974208323,-0.4937054227288109,0.6547510122850299,0.6558990002961473,0.6560086175353654,-0.565237735127578,1.0,0.8363481255738638,0.11483079421985917,0.4583266551618836,0.798735669439891,0.7234257913898139,0.8336343921433982,0.9065376934498355,-0.39810676146806595,0.327379261245775,0.37989619145486403,0.023532492773983203,-0.6885129577415245,-0.5116539950200423,0.7663757768327094,0.8184075850861945,-0.8013758633811758,0.6846147731962536,0.37033347298319563,-0.5281205821232213,-0.6457558634158158,0.5846028021693396,-0.48004865566052934,0.21919096828321222,0.7102176103631275,0.7988599003651606,0.6918171988233675,-0.3551541955371922,-0.643912822254962,-0.522143657126108
XRX,-0.380608783061121,0.637909798650411,-0.6259613475571894,-0.38261859189800274,0.2210914512937858,-0.2614613243679985,0.7525781307452495,0.6488390328497496,0.7948373522200195,-0.37349351574708683,0.8363481255738638,1.0,0.1937424305255062,0.47974265142554506,0.6824487786231648,0.796318913863318,0.7178486357048054,0.8220329969176259,-0.19808695425198308,0.5433740192166394,0.5306282692681983,0.19895697078679175,-0.43676597358283964,-0.2682793507754134,0.7980068191794467,0.782669955891916,-0.5828286043052058,0.7595505761448016,0.4661375705414943,-0.26224162105435656,-0.4581964863165837,0.6070660467671722,-0.31861156516352696,0.399688026462298,0.71888433480531,0.7831303620907462,0.6813964894392264,-0.0913092874815484,-0.4930085696296367,-0.2674754887025535
SWKS,0.06315300117176756,0.6776730718270415,-0.010808457313186758,0.08393432408571366,0.49644948243336945,0.6490316228820827,0.2353542304706304,-0.08062404533198951,-0.06793264606188039,-0.31277499605257786,0.11483079421985917,0.1937424305255062,1.0,0.5166492425254792,0.016266531713716496,0.11393199303537194,0.5283449326772852,0.3260090247410191,-0.00949219326949063,-0.12202536901356377,0.00672145190015374,0.24472851934974327,0.11969454974971587,0.1529905984448575,0.18868973931029503,-0.11026873256557314,0.3644883570440315,0.2239371747900436,0.7855678398532076,0.120721406993533,0.18317889895588813,0.2567410749095126,0.43465183925946077,-0.21661735615986433,0.24072797158529213,0.196274004533319,-0.11124422934462501,-0.0957216226564219,0.12002932509100048,0.19608246062598705
KLAC,0.06754025121340951,0.6493388432836341,-0.265961601871672,0.09294370634320856,0.4309931303238811,0.1722493777492371,0.7019620211809483,0.5100033708219583,0.26728421895177984,-0.2633624504442852,0.4583266551618836,0.47974265142554506,0.5166492425254792,0.9999999999999998,0.4845121756265525,0.5321026749481763,0.6316610968175467,0.5075590645409254,0.08190409563877384,0.4413380902611604,0.46890056614725006,0.5045100691335301,-0.037268605863550006,0.17877034957844146,0.7466617468993821,0.43286958699198186,-0.008327129859431686,0.6190490044466862,0.4995290176887113,0.06265714386179098,0.16884919176408053,0.6699545070647611,0.08977124876487833,0.37041820440659395,0.6206185841184941,0.5497221635833697,0.5239771162473829,0.20547929214916355,-0.26777746971801886,0.03671118309100192
LRCX,-0.5025633082270449,0.4572164616743514,-0.5541546142537439,-0.4333084248453898,0.08167276848597103,-0.5068755785901495,0.6760182905400385,0.8600999611450209,0.6496968539181811,-0.12951864836546584,0.798735669439891,0.6824487786231648,0.016266531713716496,0.4845121756265525,0.9999999999999999,0.7682754941152464,0.6645131614257278,0.8348702243010941,0.03254318463006674,0.5036869837800166,0.6046301636719874,0.31800092846652717,-0.5332542442597766,-0.1820546341418356,0.6561131891796056,0.8249175042155925,-0.6883202959620203,0.7710291581093965,0.1835164983996611,-0.3850440098254671,-0.3470012034946398,0.7947574965697397,-0.6751147541656146,0.48557052524011035,0.5577625809949184,0.8232219667490698,0.7635165462041711,-0.15393450243267115,-0.253153716933362,-0.16266608622781983
MU,-0.13635651963381143,0.5327887120288284,-0.46492825752317635,-0.09588634253783926,0.16807743214107784,-0.35723839528557366,0.8841603065904533,0.8612628806590307,0.5780555676224772,-0.10798119787089527,0.7234257913898139,0.796318913863318,0.11393199303537194,0.5321026749481763,0.7682754941152464,1.0,0.5499538831900277,0.7005991550284205,0.08330832965399848,0.6914307264005314,0.7893627463564798,0.4537853468969246,-0.24720725897708679,-0.03897598834284239,0.8464050505317049,0.8988427502754989,-0.5247210194901425,0.8837432171247183,0.1857440373126663,-0.19874283891838007,-0.18348037398478506,0.7476229107709631,-0.5070326138654977,0.6235446606929647,0.8363213832382571,0.7504975401963067,0.8612907793446885,0.1874152043839799,-0.371693962625142,-0.1419745812851982
INTC,-0.5884702145275661,0.7696722777422851,-0.7031453450194525,-0.5812117702815576,0.27022284228166105,-0.08054830733354065,0.535405820802245,0.4187411056567758,0.49486689205767204,-0.6367908924766111,0.8336343921433982,0.7178486357048054,0.5283449326772852,0.6316610968175467,0.6645131614257278,0.5499538831900277,1.0,0.9172808289729526,-0.35797451343729914,0.09493527101009028,0.1762961676038854,0.062379103364421463,-0.6356424454674896,-0.3574392261339002,0.6565437696335463,0.54022265926053,-0.4841118394418419,0.5934300384919632,0.7084369416266751,-0.4655074929076858,-0.49339800879848494,0.6147974442854811,-0.1494751042383763,0.005558309036052372,0.5931816451777796,0.7357158433491562,0.4065386663444578,-0.4196629871778295,-0.4246008751454843,-0.33424055244734874
AMD,-0.6486795410502588,0.7057921797969904,-0.7168856404878052,-0.6044571816070206,0.24540945511907575,-0.2584010336578666,0.6100758990313849,0.6265520242559954,0.68009641918182,-0.4622284904884307,0.9065376934498355,0.8220329969176259,0.3260090247410191,0.5075590645409254,0.8348702243010941,0.7005991550284205,0.9172808289729526,0.9999999999999998,-0.2520564654771108,0.3040188485192993,0.3697099705923067,0.17884437539992123,-0.6532348046818697,-0.37339794994338715,0.6727934384524751,0.7321051156514723,-0.6532836866465694,0.7529574939054345,0.5682981694704637,-0.4750246397978432,-0.5527313961552126,0.7299446118147465,-0.41099628170244457,0.22821146562291109,0.6060284366942891,0.8810570972315533,0.5860947551010578,-0.355591767351756,-0.37745182618068795,-0.25792340190563534
ADBE,0.632575245368038,-0.048538213525988944,0.7260832396395598,0.671649052472592,0.3520162262429643,0.21593870146183852,0.15950896027088673,0.2753442112897584,-0.007285314249423691,0.7996238010536825,-0.39810676146806595,-0.19808695425198308,-0.00949219326949063,0.08190409563877384,0.03254318463006674,0.08330832965399848,-0.35797451343729914,-0.2520564654771108,1.0,0.44945718384087,0.5187037037446594,0.6145808296608789,0.553421132191408,0.7102081997848441,-0.11194163755223971,-0.059420219575075345,0.43907285891053716,0.17668553128057626,-0.09879911470518551,0.5666747825858528,0.7590356386286168,0.3510926697328324,-0.06787917746017443,0.5153265718442415,-0.1292662682286066,0.01476169400715176,0.1727763282094481,0.6772352282615124,0.6451830091454418,0.8303201329136186
