date,NKE_return,RL_return,MAT_return,DHI_return,TJX_return,AAP_return,FL_return,BBY_return,LOW_return,PKG_return,TRIP_return,PVH_return,TIF_return,GPS_return,AMZN_return,ROST_return,EXPE_return,ULTA_return,EBAY_return,TSCO_return,HRB_return,DRI_return,MAR_return,HAS_return,YUM_return,BLL_return,UA_return,GM_return,VFC_return,HOG_return,MGM_return,M_return,MCD_return,SEE_return,FBHS_return,LEG_return,PHM_return,CMG_return,AZO_return,ORLY_return,IP_return,BWA_return,SBUX_return,GPC_return,LEN_return,KMX_return,F_return,HD_return,HBI_return,JWN_return,LKQ_return,WYNN_return,MHK_return,WHR_return,KSS_return,avg_return
2012/01/04,0.014564611093895286,0.04200700116686118,0.015312556296162905,0.010785824345146189,0.011301208601475432,0.023444283646888664,0.005418924551896742,-0.0190033783783784,0.03722570532915359,-0.0075426756649464854,-0.03567405182125416,0.03706823925863523,0.00466305655836341,0.017789757412398854,-0.008490253030218442,0.006978219496722282,-0.021240728253540064,0.035413416536661524,-0.03765156349712828,-0.0012957097610133417,-0.0067733990147782475,0.006942889137738106,0.015666666666666718,0.013378967019290533,0.006829434864265016,-0.0019273127753304253,0.006650041562759723,0.004750593824227822,0.04403485771574012,0.008390541571319465,-0.006300630063006296,-0.0009179926560587415,0.005564548765681909,0.007479861910241858,0.012485136741973824,0.008643042350907404,0.0030674846625766694,0.02191815928496954,0.022420900515309983,0.015227127319257905,0.004337671004337684,0.009017270365275776,0.01954289499834383,0.0003240965807809193,0.013959390862944288,0.006553079947575258,0.015274034141958603,0.014238253440911341,0.013970256872465114,0.007240547063555924,,-0.017197508116170823,-0.011303191489361653,0.009482580911152283,-0.013949614824068313,0.007223983797245097
2012/01/05,-0.0006108735491753281,-0.0050391937290032995,0.010290986515258949,0.018292682926829285,0.029178953903461036,0.00636312217194579,0.025704809286898778,0.00904003443822643,-0.0037778617302606232,0.010000000000000009,-0.006230529595015577,-0.01597617113457883,-0.0016469531366970491,-0.03230932203389825,0.0005634049103377947,0.05879882402351955,-0.008956252152945265,0.04806388428506847,0.018236074270556957,0.0007207726683002846,0.0068195908245505255,0.010676156583629748,0.032819166393173616,0.002149217070924081,0.007630998812955703,0.0005517241379311422,0.008120011010184447,0.04822695035461,-0.0012556507608212364,0.005799293998991484,0.008152173913043681,0.03889739663093428,0.00442700472884594,-0.006853226727584261,0.017615971814444853,-0.00899742930591263,0.07645259938837912,0.0049606021505375075,0.021072975932009186,0.013486261658684162,0.011627906976744207,0.0012117540139351402,0.00411522633744843,0.004373886278956851,0.023153942428035146,0.006184895833333481,0.025663716814159132,0.008189050070191994,-0.0004444444444444695,0.010583067092651888,,-0.010445495937862703,0.008238063214526026,0.027567898713498185,-0.017736486486486402,0.010254465960241247
2012/01/06,-0.0017318663406683532,-0.010270118176702314,-0.011064278187565835,-0.02844311377245501,0.0022621022470215024,0.004636785162287493,0.008892481810832686,0.03327645051194539,-0.0011376564277588708,0.020594059405940612,0.001959247648902762,0.013483764446890367,-0.0139472105578885,-0.014778325123152691,0.02815156804233987,0.00634668782229264,0.016684045881126153,-0.0005750431282347535,-0.0026050146532075047,0.004177470469605149,0.0012315270935963074,-0.024207746478873138,0.008579599618684375,-0.02267156862745101,0.007236620666442262,0.023435346015991065,0.012286689419795271,0.03382949932341006,-0.011389763228329186,-0.007771371270995253,0.0,0.018867924528301883,0.007713112290894442,0.008625646923519081,0.018465089440276916,-0.015996541288370025,0.008522727272727293,-0.00436544155542562,0.01255054627675456,-0.0068399452804377425,0.016091954022988464,-0.014826021180030069,0.007765314926660993,-0.003548387096774186,-0.020183486238532167,-0.019087673891944323,0.010353753235547991,0.002552796472499397,-0.004891062694530879,-0.017190278601066922,,-0.035185853482497365,-0.007837251959312952,-0.016693163751987372,-0.00021496130696485594,0.00039110493844663125
2012/01/09,0.003673844269823423,0.040227434257285255,0.013141537915112744,-0.0015408320493065508,-0.011435449894673377,-0.0002797202797202303,0.002804487179487225,0.01651527663088359,-0.009111617312072884,0.012805587892898762,0.02698474775127102,0.0019006244909041126,0.0180988593155893,0.0033333333333331883,-0.022178413011335718,-0.007094994087504913,-0.021196581196581188,0.005897583429229192,-0.003917727717923536,0.012767178310141958,0.0,-0.007216959855660843,0.01354757403906759,0.018181818181818077,-0.0038429406850459813,-0.0078125,0.0029669588671612512,-0.003490401396160636,0.008902521134136476,-0.005811015664476948,0.017070979335130243,-0.0028935185185186008,-0.009542743538767384,-0.0011402508551880963,0.007365439093484527,-0.010984182776801354,0.021126760563380254,-0.026393522671055547,0.004318985791060603,0.0067618332081142984,0.004201680672268893,-0.011670761670761753,-0.0027825342465752634,0.0043703463904174455,0.012484394506866447,-0.007915567282322011,0.0076857386848847575,0.000694444444444331,0.030384271671134888,-0.001608363490148923,,-0.0028053113895641912,-0.001848739495798335,0.020412287793047712,-0.010750376263169215,0.0026548426630230385
2012/01/10,0.0012201321809863774,0.006559237496583714,0.01104294478527601,0.04012345679012341,-0.002130898021308947,0.0008393956351426812,-0.0015980823012385903,0.004061738424045336,0.01264367816091938,0.014559386973179933,0.05674028941355669,0.0027100271002711285,-0.10457125784284438,0.0044296788482836025,0.004368279569892497,-0.0013894402540690631,0.030387705204331095,0.007579007579007424,0.022615535889872085,0.029603399433427713,-0.0006150061500616033,0.008178100863243998,0.01647497668635367,0.013238916256157696,0.006205971150620604,0.0008145533532446514,0.010488100040338955,0.017513134851138368,-0.006451060358890759,0.024904701397712836,0.010600706713780772,0.011897852582704482,0.0006021678040948331,-0.0022831050228310223,0.013498312710910954,-0.004442470013327426,0.012413793103448256,0.004061959264789694,0.0018851546391753793,0.006218905472636926,0.008046346958480832,0.12259167184586706,0.004936681691350087,0.012248186946011375,0.0018495684340320562,0.028257978723404298,0.0,0.00693962526023606,0.027320034692107642,-0.006041079339508593,,0.008345836459114686,0.015490823370937878,0.02653990889284996,0.00043468811128022367,0.010036299119571166
2012/01/11,-0.003351274499847623,-0.01887062049479904,0.006241331484049928,0.048219584569732854,-0.0003050640634533197,0.006709533128319567,-0.013605442176870763,0.00364077669902918,0.003783579265985715,0.003776435045317106,0.0014414414414414267,-0.0013513513513512265,0.000667334000667319,-0.011025358324145529,-0.002453496152559409,0.007751937984496138,-0.006440677966101704,0.018734033494181235,0.01025641025641022,0.0033016921172102087,0.006769230769230639,0.003605227579990933,0.009785932721712465,0.010331206320267405,0.015502583763960631,0.0013564839934887551,0.0081170991350632,0.05292598967297768,-0.01694163617123401,-0.010909992561368598,0.045454545454545636,-0.0008603383997703995,0.0023069207622870014,0.007437070938214996,-0.00221975582685896,0.0008924587237839621,0.04904632152588562,0.018996276969981185,0.005086111451575448,0.0059332509270704215,-0.005747126436781547,0.003875432525951572,0.006407518154634806,0.0009552619009711716,0.06830769230769218,0.026511477529906236,0.022881355932203418,-0.0016080863772111043,-0.006753904601097482,-0.007698541329011377,,0.04054682414209987,0.04692422483833525,0.0,-0.0004344992396263514,0.008590804102899684
2012/01/12,0.00978194416140199,-0.0006917808697786132,-0.004135079255685792,0.007784854918612805,-0.0035093072932560476,-0.005137461816162037,0.005273833671399775,-0.002015316404675449,-0.005277044854881341,-0.003762227238525151,0.024109391867578323,0.030717185385656265,-0.0031677225741914006,0.011148272017837302,-0.016601454253854286,0.008875739644970349,-0.0150119413169566,0.002089718584564082,0.0019035532994924331,0.09968462909639375,0.001833740831295838,0.002469690166142735,0.025136281041792774,-0.004812030075187823,-0.000984898227183173,0.024654565158493735,0.02507919746568099,0.008173273395995162,0.009641740054661563,0.02155928804211582,0.014214046822742521,0.0057405281285876075,0.006404483138196637,0.023850085178875657,0.01724137931034475,0.009362460989746024,-0.0012987012987012436,5.750862895537168e-05,0.0032468774680434187,0.005406733841238687,0.019267822736030782,0.019853853577829872,0.01018675721561979,0.0012724669953874113,0.019009216589861877,0.006614173228346454,0.0057995028997515075,-0.0016106764841233856,-0.013174670633234298,-0.0010208248264597097,,-0.018679059790866037,-0.0026924295216977923,0.0034728921474049823,0.008693762225603141,0.007333867096133926
2012/01/13,-0.008072653884964698,-0.005330933259484971,-0.02629757785467124,-0.0231741573033708,-0.0024498545398866645,-0.002651779483600958,-0.0028248587570621764,-0.018982229402261797,-0.0026525198938992522,-0.012462235649546849,0.036893886156008415,-0.010108966784823314,-0.011540391369794234,0.006615214994487362,0.0141534140938675,0.0,-0.006927606511950124,0.016682886139302022,-0.030398986700443276,0.0044887780548628076,0.0006101281269066394,-0.002015677491601253,-0.00945347119645501,-0.012088244182532626,0.006079526782780009,-0.004759386567953494,-0.006309554468194589,-0.015403323875152086,-0.00789540507591524,0.03141104294478536,0.018136850783182057,-0.017694063926940617,-0.0021875310728844966,-0.002773155851358844,-0.003827227993439042,-0.006625441696113121,-0.009102730819245841,0.020136931131695457,0.004256778696810848,-0.002688829137130311,-0.007876496534341526,-0.0036501284304447656,-0.005042016806722782,-0.003971405877680745,-0.007914075749010818,0.02127659574468077,-0.008237232289950658,0.0027656141968195325,-0.011197243755383224,-0.009196811771919111,,-0.01775956284153013,-0.007146260123868431,-0.02134204960584507,0.012066365007541435,-0.003230704920067481
2012/01/17,0.009562563580874928,-0.010301385118674622,0.0024875621890547706,-0.011502516175413424,0.012739831158864234,0.008676182479709027,-0.0008093889113719444,0.0069987649238369976,0.01823708206686936,-0.00305927342256207,-0.017621145374449476,-0.005437665782493495,0.009306260575296044,0.0,0.018159399170496693,0.009970674486803555,0.03557725845831872,0.013674278681799601,-0.0029392553886348205,-0.0009930486593843213,-0.011585365853658436,0.0076301615798921585,0.002982403817476831,0.012542061792597314,0.010779029887310276,-0.013283740701381497,-0.011662563172217255,-0.003705228489090162,0.0055328179475517825,-0.014513442778967378,-0.0080971659919028,0.007553747821034129,0.0019930244145491827,0.04671857619577313,-0.016465422612513603,0.012005335704757814,-0.015748031496062964,-0.0034967006937003386,0.001625827430031368,0.008578431372548989,0.006033661479834862,-0.002035278154681186,0.007390202702702631,0.0031897926634767426,0.01025641025641022,-0.006433823529411797,-0.0020764119601327513,0.005286141116984666,-0.012630662020905903,0.010519801980198196,,0.037552155771905626,0.02831094049904026,-0.019842829076620827,0.003619331488184052,0.00335646978388802
2012/01/18,0.016324062877871803,0.024755679021028376,0.021269053527118054,0.02690909090909077,0.013185813882994779,0.02150388457269692,0.0190360469825841,0.02902698282910876,0.02462686567164174,-0.0011507479861910808,0.0013797861331494854,0.013601813575143451,0.014920368818105656,0.020810514786418377,0.042827259715952914,-0.0032907471931861165,0.04008083529808015,0.02185350060704172,-0.00622338683262369,0.01006461232604372,0.002467612584824197,0.0207126948775056,0.009217960154623617,-0.0009063444108761143,0.012441428340604244,0.014808831448572812,-0.039727284646650096,0.012809917355371958,0.004522499434687743,0.011347175277643728,0.03918367346938778,0.019896193771626214,0.010044753853804211,0.01540913921360243,-0.006138392857143016,0.025922671353251214,0.058666666666666645,0.009734591657705627,0.0037101449275360743,0.0167679222357231,0.012310606060606188,0.01781101291638354,0.00691678893313763,0.01780604133545305,0.041737168640721745,0.018193031144002614,0.02704952143154382,0.026063100137174278,0.06440229378032636,0.013268013880383789,,0.04387846291331532,0.0158656089594027,0.07957506514331536,0.02015273652948668,0.018470974000662794
