date,HES_return,HP_return,NOV_return,COP_return,EOG_return,APA_return,PSX_return,XOM_return,COG_return,PXD_return,CVX_return,MRO_return,WMB_return,MPC_return,CXO_return,VLO_return,EQT_return,KMI_return,FTI_return,DVN_return,RRC_return,HAL_return,XEC_return,OKE_return,OXY_return,avg_return
2012/01/04,0.010273972602739656,0.012623401844958693,0.0009877240016931133,-0.0047188890386949955,0.0013799901429274453,0.005107891170645251,,0.00023255813953482196,0.07187499999999991,0.010039943862679479,-0.0017214822868533153,0.002260981912144633,0.005965697240865042,0.010475905417539622,0.04729175215428816,-0.024366937410415623,0.02329420396184889,0.0,-0.0038211692777990747,-0.011042202389956235,0.0001634521085320806,0.028404099560761287,-0.028554070473876147,-0.0008007320979181998,0.003001138362827449,0.006598009562852998
2012/01/05,-0.023728813559321993,0.007511587022534849,-0.002678319706794441,-0.007992413979951096,0.005512353578108087,0.007778469197261995,,-0.0030225528946755675,0.004737609329446002,0.02073535699016671,-0.009802141949537213,0.007412181759587577,0.021126760563380254,-0.05450236966824629,-0.0017631501616222067,-0.029872673849167586,0.005735794945330719,0.004924592182209864,-0.008055235903337232,-0.0001529519730802953,0.0032685079261318695,-0.015945330296127436,-0.02454659161976236,0.0010303377218088272,-0.007944696657036676,-0.0041764037917789015
2012/01/06,-0.020486111111111094,0.009200507614213205,0.000848056537102515,-0.0077836952068824905,0.002741067058247726,-0.0013378614798805755,,-0.007462686567164201,-0.024906299117397945,-0.015602094240837694,-0.0072410632447295065,-0.018234165067178565,-0.005807622504537258,-0.008145363408521344,-0.008635070159945024,0.028268551236749317,-0.005703083229370853,0.007350689127105792,-0.0029002320185614883,-0.009484472999847116,-0.010588043655318402,0.012152777777777679,-0.005609873377143804,-0.0026303751143641474,-0.003952158086323543,-0.004414525884913284
2012/01/09,0.008507621410847266,0.010688462747563632,0.01045050134161829,0.003853564547206201,-0.002538318851898924,0.018549051937345462,,0.004464285714285587,-0.012275263484191057,0.010637166258908648,0.010894654233219336,-0.00162919517758231,0.014238773274917849,-0.02210991787744787,-0.0005938830050480348,-0.037309769268532245,-0.02061301308478214,-0.0024323502584371326,0.007174713980996561,0.016833976833976916,-0.03440895620678308,0.011435105774728616,-0.016279819471308854,-0.005159958720330149,0.012112352511225,-0.0006462589516459347
2012/01/10,0.029173989455184568,0.012908242612752696,0.03270440251572326,0.004661365505895354,0.03278848977194859,-0.007588021044111715,,0.0025730994152046716,-0.01619382375094136,0.027891800863066862,-0.003927299296739406,0.01436031331592691,0.01979841612670974,0.028100775193798277,0.014261661879766185,0.023967363590005064,-0.017569546120058566,0.011277049679975448,0.013284559106661709,-0.0021263669501823124,-0.01074168797953956,0.026851328434143396,0.002621661477961501,0.016136468418626038,0.00980088723821293,0.011042297060832929
2012/01/11,-0.010587431693989124,-0.04514048825426065,-0.0033834077683042585,-0.01733078602620086,-0.02227065959059893,-0.018860230400652545,,-0.0074661689220718586,-0.1116498660201608,-0.03389309850501743,-0.011828351366220513,-0.01608751608751613,-0.017296152488528005,0.03330191643103997,-0.010155258275558965,0.018426294820717226,-0.05160208643815212,0.006329113924050667,-0.012350370511115427,-0.030745814307458152,-0.06308169596690805,-0.02614918799889887,-0.013727733289753186,0.002268602540834941,-0.013281569268492,-0.01985674772763396
2012/01/12,-0.016051087331722447,-0.046470493648496536,-0.004617055947854443,-0.01735870018053043,0.006881845497722194,-0.020157938487115556,,-0.003996238834038546,-0.03547831083022113,0.023423423423423406,-0.025981256379326356,0.00228907782864618,0.010775862068965525,-0.007601094557616261,-0.003945940613593768,0.023960880195599055,-0.03437438617167554,-0.009284216831386694,0.017506733358984228,-0.004711055276381826,0.0,-0.01837196156020371,0.007456503728251684,-0.008035310095065529,0.012839097121557286,-0.006304234313419967
2012/01/13,-0.00806875986669009,-0.01332209106239457,-0.0025920873124146704,-0.005935556811758058,-0.008086253369272156,-0.015482502651113395,,0.001652112343639267,-0.000297840655249626,0.011081193040596515,0.010669715156711446,-0.005872756933115841,0.002842928216062468,0.011948529411764719,-0.012677032782014486,0.0038204393505252288,-0.007323026851098424,-0.006650544135429204,-0.028738892040083286,-0.004417797412432978,-0.003679175864606421,-0.022746904693348613,-0.009375000000000022,0.01323445521962352,-0.002044571662236594,-0.00425255922351397
2012/01/17,0.01485411140583559,-0.01999658178089203,0.013814799617015483,0.0065396644867783404,0.006599378881987583,0.01971133132270575,,0.009542884071630509,-0.01147028154327423,0.015568984943152842,0.00593835422754263,0.015425008204791757,0.007441530829199072,0.015440508628519423,0.012338248570568755,0.04804947668886772,-0.0036885245901638886,0.0063907486305538885,-0.004477321393809519,0.009191759112519682,0.006831610044313319,-0.0023571007660576626,0.013614477834966054,-0.008895394662763234,0.017209588199139425,0.008067385873463636
2012/01/18,0.03972817564035558,0.06382978723404253,0.018213707501349097,0.009887005649717562,0.015908214423447697,0.008027886342030222,,0.008869179600887067,0.01642555756479802,0.004538577912253983,0.0010307346326836608,0.031027795733677976,0.021807949349278877,0.05724508050089461,0.00019817677368205722,0.04630049931911029,0.002056766762649209,-0.007257332930148186,0.02698474775127102,0.011306532663316604,0.033742893819915576,0.033372711163615065,-0.0013104013104012768,0.008179959100204526,0.01641490433031234,0.01943871289703934
