date,BEN_return,SCHW_return,NTRS_return,ADS_return,CINF_return,CBOE_return,AMG_return,FITB_return,PRU_return,AFL_return,COF_return,WFC_return,TRV_return,AJG_return,GS_return,JPM_return,V_return,PBCT_return,L_return,HIG_return,AMP_return,MTB_return,UNM_return,DFS_return,BAC_return,TROW_return,MS_return,MMC_return,CME_return,PNC_return,AIZ_return,WU_return,RF_return,C_return,LNC_return,CB_return,KEY_return,ZION_return,HBAN_return,MCO_return,AON_return,BLK_return,BK_return,PGR_return,AIG_return,MA_return,STT_return,MET_return,PFG_return,ICE_return,NDAQ_return,CMA_return,AXP_return,USB_return,RJF_return,ALL_return,avg_return
2012/01/04,-0.01201777418703287,0.0017079419299743659,-0.0012297097884897967,-0.017711171662125436,-0.004901960784313819,-0.015017327685791337,0.002974053943185284,0.000764525993883769,0.003898635477582957,-0.006907308377896659,0.017142857142857126,0.0045726345409777824,-0.004068486184099052,-0.01592069690597786,-0.006501677852349008,-0.0008576329331044796,-0.01786581221477801,0.016216216216216273,-0.01221731219131783,-0.01487209994051164,-0.01243926141885332,-0.0001281394156843474,0.0032527881040891327,0.0041305245766212195,0.0017241379310344307,-0.0018233915082053187,-0.008706467661691475,-0.011313639220615901,-0.018808818141106576,0.0032187023547347593,-0.012298046780805372,-0.013477088948787075,-0.0022988505747125743,-0.005647723261560045,-0.014342235410484627,-0.017538856409525017,0.005148005148005064,0.022368028631076564,0.009777777777777663,-0.0025597269624572094,-0.016797788645545375,-0.007226733601809476,0.0034129692832762792,-0.00413650465356763,-0.0062318238471125165,-0.03290170209300436,-0.012434241989478845,0.005305867665418296,-0.013064133016627122,-0.013072446655983838,-0.013621794871794823,0.0029940119760478723,-0.0030998140111593298,-0.00036258158085566983,-0.0015600624024960652,-0.006846846846846888,-0.004896750213317853
2012/01/05,0.011346212818153845,0.01619778346121059,0.008618566855454368,0.01585100059441258,0.01412151067323486,-0.008991399530883348,0.00439672801635993,0.029029793735676046,0.02019417475728158,0.006506618801884745,0.01528089887640438,0.016106442577030755,0.009872340425531867,0.0024420024420026554,-0.0016888325944690585,0.020886981402002736,0.007513593672763053,0.0037993920972645423,0.001315789473684159,0.008454106280193274,0.008462901003739365,0.01537870049980783,0.007410838351088467,0.008638420403126235,0.08605851979345958,0.014091858037578398,0.021329987452948673,-0.009853782581055404,-0.009916559890318144,0.009962850388382405,0.006591796875,0.004918032786885185,0.041474654377880116,0.012069577564785217,0.013547415955845521,0.012191582002902601,0.02432778489116516,0.028004667444574194,0.019366197183098732,0.017678927858568505,0.005622837370242273,-0.0035008333240257317,0.008260447035957297,0.008826583592938642,-0.0004180602006689238,-0.010778947368420999,0.01113801452784502,0.024216081962123548,-0.0004011231448053376,-8.545547769600592e-05,0.0016246953696181787,0.02164179104477615,0.011608623548921893,0.014871236851650371,0.02906249999999999,0.006531204644412147,0.011807279851205799
2012/01/06,-0.0068728522336769515,0.009647651006711389,0.001220703125,0.0,-0.006800518134714939,-0.01104536489151875,-0.002137839763819649,0.0014847809948033142,0.003616292348686656,-0.013820775746767655,-0.00044267374944673143,-0.002756719503790417,0.00033709758975231097,0.0021315468940314997,-0.012264749418481657,-0.008968609865470878,-0.011775095672652336,0.015518546555639556,-0.008672798948751614,-0.019760479041916024,-0.0029274004683840227,0.0027767259876310124,-0.013333333333333308,-0.008972267536704659,-0.020602218700475405,0.0072053525476067914,-0.023341523341523396,-0.01380417335473516,-0.019361327633894865,0.0016719612104998394,-0.0014552510308026845,-0.004350190320826619,-0.02433628318584058,0.00140301648544372,-0.006930693069306937,-0.006595927731574358,-0.0024999999999999467,0.0011350737797957144,0.0017271157167528806,0.003922667413841507,-0.007741935483870921,-0.0011152623654715477,-0.014457831325301207,0.004117344312918325,-0.015474696779590125,-0.026928832893504784,0.0,-0.0027280994240680423,-0.01805778491171761,-0.01709255619177852,-0.009326845093268421,0.019722425127830734,-0.010860655737704783,-0.008220157255182325,-0.004251442453689691,0.010093727469358438,-0.0053991631790581045
2012/01/09,0.005800936291471492,0.007062733693394163,0.00975371860521812,0.016091281451140915,0.009129442451907277,-0.001994415636218605,0.020097939196082493,-0.005559673832468581,-0.008913332069030888,-0.022830018083182746,0.024136403897254244,0.012439530062197557,0.005728727885425444,0.0015192950470983568,0.01359451937486611,-0.0016968325791856254,-0.008042895442359144,-0.000372717107715137,0.0031813361611878754,0.019547953573610277,0.00019573302016051564,0.0022655758338576693,-0.017707362534948867,0.00411522633744843,0.014563106796116498,-0.008686765457332601,0.018867924528301883,0.0022786458333332593,-0.024615341880341868,0.008178935069270699,-0.007772649987855207,0.003276897870016615,0.027210884353741527,0.018563922942206545,0.007477567298105781,0.004618937644341736,0.0012531328320801727,0.013605442176870763,0.009482758620689813,0.0,0.002600780234070177,0.0006699045386033831,0.02102689486552567,0.002050230650948226,0.01954120645709434,0.008456782676519836,0.00023946360153259683,0.01094224924012166,0.01389456477319162,-0.021128597513259795,-0.004093327875562935,0.015759312320916763,0.0024860161591049312,0.0176576576576577,0.0054894784995425105,0.004282655246252709,0.004923603138732435
2012/01/10,0.03005160376403926,0.01567656765676584,0.01424776624003865,0.007390344562817841,0.011954765751211571,0.003197442046362964,0.02490249024902491,0.032426388371226356,0.02219670876387303,0.014804533888503446,0.03091891891891896,0.003754266211604129,0.006868822248282891,0.0015169902912619548,0.038441229274474686,0.021246458923512845,-0.0010010010010010895,0.0022371364653244186,0.01691331923890038,0.05751947273816649,0.015655577299412915,0.006404621373854225,0.036053130929791344,0.05122950819672134,0.05741626794258381,0.03797250859106516,0.04259259259259274,0.007794738551477831,-0.00311080428010857,0.019370860927152345,-0.007833537331701335,0.012520413718018597,0.03752759381898452,0.031636863823933936,0.04849084611578425,-0.004166666666666541,0.018773466833541974,0.016219239373602035,0.0076857386848847575,0.013954786491766624,0.010376134889753752,0.021422594142259443,0.02011494252873569,0.003580562659846631,0.04458333333333342,0.008703891946564957,0.033516878142207274,0.038785327720986196,0.046755340588472416,0.011813821282643522,0.034525277435265345,0.004583921015514747,0.0057863194874974155,0.0007082152974504652,0.037003336366393746,0.019545131485430023,0.02041530356986351
2012/01/11,-0.05039292730844791,0.012185215272136452,0.00619047619047608,0.016577743902439046,0.003831417624521105,0.008764940239043728,-0.014051522248243575,-0.0072202166064981865,0.017409210033695333,0.0077501709596536905,0.0006291946308725205,0.007140428425705503,-0.0033277870216306127,0.00030293850348384055,0.014542865859859644,0.016920943134535404,-0.006913827655310567,-0.0022321428571427937,-0.0036382536382534303,0.013597733711048221,-0.0028901734104046506,0.005864736710756269,0.001831501831501825,0.008187134502924076,0.03619909502262453,-0.017877834795563596,0.01243339253996445,0.005156300354495658,-0.00672438799279218,0.001299334091278137,-0.06118924253639291,0.010215053763440674,0.02127659574468077,0.042333333333333334,0.023124115148654978,-0.0008656759486366239,0.006756756756756799,0.018161805173362522,0.006779661016949268,-0.015139003578309884,-0.006632434745400095,0.0042601999016878,0.009389671361502261,0.001529051987767538,0.01196649381731163,-0.02109907465238292,-0.00277970813064643,0.035890014471780196,0.0034655371582594796,-0.01141251865507853,-0.004767580452920139,0.008073008073008037,0.005753030614341403,0.005307855626326852,-0.0002924831822169738,0.012199372603694636,0.003283027404957173
2012/01/12,-0.001034447088031576,0.0008025682182986049,0.006152389966871841,0.0064667291471414146,0.000954198473282375,-0.0007898894154818592,-0.01098574821852727,0.005818181818181722,0.013983440662373559,-0.003166704365528128,0.014462376860197024,-0.00033760972316010385,-0.0016694490818029983,0.0006056935190792423,0.014534883720930036,0.005182760501909467,0.022500252244980423,0.008948545861297452,0.0046948356807512415,0.017887087758524434,0.0030917874396134692,0.010420543356903567,0.020566727605118906,0.018174787316318497,-0.011644832605531286,0.0006741951795043999,0.004093567251461927,0.005771080474511026,0.03199115044247791,0.0071370640713708244,0.0013140604467807293,0.009579563597658325,-0.022916666666666585,0.010553245922609644,-0.005073800738007339,-0.0021660649819494893,0.003050640634533197,0.008108108108108025,0.005050505050504972,0.026271660145332554,0.005169071720870111,0.017349214118670853,0.012093023255814073,0.0025445292620864812,0.0023649980291682304,0.0053591530734762305,0.013008130081300973,0.0039117071807768244,0.007674597083653145,0.02069088002841668,-0.003592814371257469,0.018802228412256428,0.01430030643513791,0.011615628299894265,-0.035693387946167277,0.0010330578512396382,0.005815852519772809
2012/01/13,-0.0032101066583823945,-0.024859663191659997,-0.008231420507996301,-0.012664121426576025,-0.006990784874483569,0.015810276679841806,-0.012909036325427836,0.014461315979754197,0.0025403737978588747,-0.0201951440889494,0.010123966942148899,0.0,-0.007190635451505001,-0.001815980629540026,-0.022231004841418822,-0.02523744911804615,-0.005920663114268865,0.009608277900960971,-0.007528556593977331,-0.021416803953871577,-0.009824696590252313,0.010926949048496004,-0.0040304523063143805,0.006836308393467716,-0.026509572901325384,-0.006232103756105722,-0.03145020384391395,0.0,0.0054452686189598865,-0.00579803511032384,0.0002624671916009458,-0.0073800738007380184,0.021321961620468954,-0.027215189873417867,-0.023180343069077458,-0.00014471780028935122,0.011557177615571623,-0.008042895442359144,0.0,-0.02151416122004357,-0.00835654596100277,-0.0026194269218432487,-0.014246323529411908,-0.011675126903553323,-0.018875344081793144,-0.012292455936278812,-0.015363448750286723,-0.019204007792930633,-0.006092916984006047,0.01331129284844268,-0.0064102564102563875,0.0061517429938482415,0.002215508559919366,0.010090466249130126,-0.016686893203883613,-0.003095975232198178,-0.0061781997099506925
2012/01/17,0.006233118637024582,-0.000822368421052655,-0.005691249703580814,0.02084315759690658,0.0022400000000000198,-0.012062256809338479,-0.00618410381184098,-0.02102637205987168,-0.011221719457013557,0.013432144511347888,-0.00184086725301702,0.007261060452549817,0.005389927572848174,-0.003941782898726376,-0.012934518997574695,-0.028118040089087026,0.017768513003772135,-0.006954612005856564,-0.005231493591420278,-0.00953984287317633,0.003696498054474695,-0.01578819528783093,0.0053956834532373765,0.018483591097698815,-0.01966717095310133,-0.0054237288135593476,-0.02285027059530964,-0.0012751036021677598,-0.022814541577825143,-0.007937793617365907,0.003673576489110486,-0.017525225703664327,0.0020876826722338038,-0.08214053350683148,0.011390602752728851,0.010276451005934106,-0.013229104028863459,-0.005405405405405461,0.003350083752093891,-0.01697745616476476,0.004321521175453702,0.004770327235336547,-0.008391608391608352,0.008217770929635382,-0.015631262525050094,0.020319718659895125,-0.004424778761061843,-0.016742338251986455,0.011111111111111072,-0.03709109641967878,-0.011290322580645218,-0.0030570652173913526,0.009244372990353744,-0.008956252152945265,0.002159827213822796,0.0024154589371980784,-0.004787612182568673
2012/01/18,0.029217427214536462,-0.010699588477366295,-0.016932983544001967,0.011363636363636465,0.017560664112388213,0.0015754233950373564,0.011629093134754687,0.0010921004732435957,0.02727439136005838,0.032449725776965366,0.006557377049180246,0.01391450125733451,0.0033506449991624887,0.013394216133941983,0.06787469287469272,0.046691492409052016,0.012191553691602408,-0.012163656468853645,0.009203260583749762,0.02606232294617561,0.01763907734056991,0.008390918065152908,0.006708407871198752,-0.002962962962962945,0.04938271604938271,0.01806407634628493,0.06769230769230772,0.005106926268751977,0.015273838763859349,-0.026126714565643416,0.019869281045751475,0.016756756756756586,0.022916666666666696,0.028885344674818514,0.038948850305021265,0.006303724928366838,0.012797074954296273,0.02119565217391317,0.006677796327211993,0.006511891279728177,0.010111876075731718,0.0018136668188590832,-0.04560413728255752,0.011207335710647026,0.027280130293159788,0.018527618001560775,-0.06549707602339172,0.02770562770562779,0.013641530882910091,0.023183236736513457,0.01060358890701485,0.002044293015332155,0.006770211071286392,0.010775112964893863,0.015394088669950845,0.014457831325301207,0.012750943931063626
