date,KMB_return,EL_return,CHD_return,COST_return,K_return,TAP_return,PEP_return,MDLZ_return,TGT_return,HSY_return,KO_return,STZ_return,NWL_return,DG_return,MO_return,PM_return,CAG_return,TSN_return,CL_return,CLX_return,DLTR_return,MKC_return,ADM_return,WMT_return,MNST_return,CPB_return,GIS_return,HRL_return,PG_return,SYY_return,SJM_return,KR_return,avg_return
2012/01/04,-0.003141218246380806,0.003824601974561803,-0.012775330396475715,-0.006264775413711621,-0.0009908838684107302,-1.9863945578231292,0.005120481927710641,,-0.021909233176838794,0.0021385096232933165,-0.006273167949814584,-0.013989387361312056,0.0024645717806530687,0.006815968841285436,-0.0056022408963585235,-0.0017813971243161308,0.008368200836820217,0.002954209748892378,-0.005270092226614009,-0.006220379146919419,0.002062355938371896,-0.0035714285714285587,0.01661474558670828,-0.01027681087352883,,-0.007580351728320167,0.005955334987593153,-0.003769705277587354,-0.00044890019452348273,-0.015280135823429464,-0.0002587322121603286,-0.010195758564437218,-0.06885585018766026
2012/01/05,-0.0027401013837510257,-0.0016835016835016203,0.007362784471218076,-0.009634828119424177,0.001190240031739842,-0.0055172413793104225,-0.007791429427629559,,-0.02980000000000005,-0.0014773473407748705,-0.004734576757532305,-0.03473581213307242,0.023970497848801564,0.0,0.01514084507042246,-0.003059273422562292,-0.0007544322897020672,-0.004418262150220897,-0.00507726269315667,0.0013412816691504847,0.004963680387409353,0.0,-0.004426285325161872,-0.004856807904873528,,-0.028108768713718257,0.004440059200789381,-0.007567939456484263,-0.004191616766467066,-0.003103448275862064,0.005175983436852993,0.0008240626287596697,-0.00330898334926872
2012/01/06,-0.0021981041351835096,-0.010384308156563438,0.015725359911406445,-0.025582512611097896,0.0007925500297205623,,-0.012533977650256656,,0.009070294784580657,-0.0023014959723820505,-0.006342799481043659,-0.003547896604156109,0.020408163265306145,-0.01184719535783374,-0.003815469996531373,-0.01444828027106504,-0.002642506606266415,0.0019723865877712132,-0.0037719103616596916,-0.00044649501413907,-0.005300566196843937,-0.0031859816806052432,-0.005813953488371992,-0.007068327162571553,,-0.011317195850361506,-0.015962671905697445,0.005199306759098743,-0.0024052916416115178,0.0003459010722934863,-0.0033470648815654425,-0.004116920543433378,-0.0036161021778987382
2012/01/09,0.001101473220432414,-0.0035874439461883734,0.0017444395987789019,-0.02613090102304927,0.003959611958028075,-1.9970231280054958,0.005199571799969549,,-0.007763023493360666,0.004448838358872997,0.0,0.017802644964394876,0.010588235294117565,-0.0004893564962074048,-0.007660167130919215,-0.00285417747794503,0.0037850113550339515,-0.011318897637795255,-0.0002227171492203972,0.003275759380583665,0.007993217875742031,0.009588493807431098,-0.005503955968352292,0.0030508474576271816,,0.012082670906200299,-0.001746942850012534,0.0,0.00421940928270037,-0.0003457814661134151,0.0069749418754843084,0.0028937577511367607,-0.0655312522586042
2012/01/10,0.0023380552881309136,0.00900090009000909,-0.024814976055724913,0.0017719276041008314,0.013606783671859635,0.019751952227836433,-0.0010649627263047412,,0.004529544986617173,0.0006561679790026975,0.00594806325257502,0.0344827586206895,0.0005820721769500548,-0.008567931456548328,0.014385964912280613,0.005984907624251745,0.016968325791855143,0.011946241911398703,-0.0036756515927823807,0.00860789551795782,-0.0063678961912772,0.008112386228729784,-0.004496713939813213,-0.002365664075701268,-0.006984987489574657,0.01790763430725728,0.008249999999999869,0.010000000000000009,-0.004651860744297798,0.01003113109650644,0.010774756285274467,0.002473206924979321,0.005003872007298001
2012/01/11,-0.004802414928649745,-0.007582515611061491,0.004910714285714324,0.010612760581174774,0.003112840466926059,,-0.009899482180931951,,0.004919040787046525,0.0014754098360656442,-0.018459763484280356,0.01352657004830915,0.009889470622454821,-0.0022222222222223476,-0.002421307506053294,-0.009311950336264863,-0.0033370411568409697,-0.029021151008362,-0.010508664058133,-0.0004414361389050159,-0.008343409915356648,0.0007850834151128527,0.005211952744961668,0.0060975609756097615,-0.029921259842519587,-0.004012345679012208,0.002231589387552857,-0.0037555479685899007,-0.009799487411427554,0.001027397260274121,0.00012690355329958436,-0.00945723684210531,-0.0033123314108738033
2012/01/12,0.004274093478560559,0.007370786516853967,0.006219458018658308,-0.0005000625078134258,-0.002327385570209506,-1.9975451908056239,-0.005999077065066971,,0.015908627370997408,0.008839417253232895,-0.007199529826623752,0.0009532888465204614,0.0040322580645162365,-0.0009898539965355058,0.0,-0.001958224543080811,0.0040922619047618625,0.011144883485309176,0.00045192633600721344,0.006477255998822207,0.011827825874893394,0.000392233771327577,0.00725890079502256,0.0016835016835017313,0.0284632034632033,0.009606445615122361,0.00544285007422074,0.0044551062371487316,0.0019792935444578053,0.003421142661648835,0.003425961172440095,-0.004566210045662045,-0.06043112297398027
2012/01/13,-0.0019220208676551387,0.0008030695101275409,0.00044150110375285045,0.008255159474671592,-0.01224727838258155,-0.010961968680089584,-0.003404518724852923,,0.0002007628990161603,-0.0024338796040890287,-0.008583690987124415,-0.014285714285714346,-0.01376936316695343,0.015605647758236474,0.004160887656033285,0.011379986919555218,-0.005187106335679759,-0.004008016032064243,-0.00033879164313943555,-0.004972941348544757,-0.0027717522294529173,0.0007841599686335687,0.0010295126973232094,0.0006722689075631116,0.020625065768704598,-0.0030693677102516803,0.0,-0.011600136472193823,0.0,0.004773269689737569,-0.00316135558927666,0.006255212677231059,-0.0008945611944863695
2012/01/17,0.013067400275103225,0.02603423680456496,0.007943512797881747,0.010048381094157177,0.001574493209997918,-0.00022619316896621555,0.0038819875776396895,,0.001204335608189444,-0.0008132726089784548,0.0053739364084191,-0.0019323671497584183,-0.014543339150668966,0.009268292682926838,-0.002071823204420009,-0.018365235385411127,0.0018621973929235924,-0.015593561368209219,0.01366922729326725,0.013229457592238703,0.01462235649546817,0.005093046033300741,-0.013369900582790528,0.005206583809203913,0.03680791834209729,-0.014162561576354538,0.003198818897637956,0.009319986192612983,0.006837866585625241,0.012215812690872019,0.01801344665736404,0.007459593866556036,0.0046727301326609854
2012/01/18,0.004344874405974197,0.003562738964198786,0.013134851138353776,0.0041758781626135555,0.005305561013951632,,0.0030935808197987136,,-0.00020048115477155903,0.00830213250854639,0.0035634743875279096,0.005324298160696905,0.014757969303423879,0.0012083131947799863,0.0020761245674740803,-0.034782608695652195,0.008178438661710086,-0.00562084823709752,0.006463835952301267,0.006093137966052264,0.018580276322058165,0.008575326447086251,0.015288394718554477,0.00267335004177105,-0.006463802704852917,-0.0003123048094941794,0.006867794947265082,0.00034199726402195374,-0.0034711741623906223,0.0,0.009968847352024968,-0.007815713698066551,0.0031071420945953275
2012/01/19,0.002568608895498148,0.0059745432504980656,0.009939498703543714,-0.006727005870841629,0.0005863956215794719,,0.016345412490362365,,0.020653699619009425,-0.004681950274459168,-0.0020713123243083498,0.012036591237361671,0.015706806282722585,-0.005068790731354134,-0.01208563535911611,0.00709800709800712,0.0022123893805310324,0.0020554984583760483,-0.0037648100985494537,0.012833453496755576,0.00374181478016844,0.0030917874396134692,0.006844626967830392,0.009998333611064947,0.010509458512661274,0.007810059356451182,-0.0024360535931788885,0.0013675213675212738,0.0007572315614114977,0.00569896077774068,-0.00012338062924110993,-0.0024875621890547706,0.003946139927953492
2012/01/20,-0.004449838187702282,-0.0012911000172146636,-0.00877192982456143,0.0024627508927472785,-0.002344207853096303,,0.005613715672887265,,-0.014341846758349597,-0.0017842660178426506,0.00948851000741291,0.0004757373929591413,-0.009163802978235935,-0.006307617661329368,0.0031457532331353733,0.010029818378964439,-0.004415011037527616,-0.015384615384615441,-0.010781371568300502,-0.003559225512528519,-0.016076421248835127,-0.011751107686380213,0.021074099252209377,0.006599571027883222,0.03526148969889076,-0.01580905145691247,-0.006837606837606813,-0.0013656538067599033,0.002269975786925116,0.007333333333333192,-0.008144126357354509,-0.006234413965087171,-0.0015019486494297482
2012/01/23,-0.004198835161858372,-0.5046108764974575,-0.003021800129505703,0.0028252057486795046,-0.0013706677109849297,-2.0069168840004536,-0.0027157513578758286,,-0.0003986446083317219,0.003737406564835899,0.00646203554119551,0.002377555872562942,-0.0063583815028901425,0.008056640625,-0.003135888501742179,0.004562533548040815,-0.0022172949002217113,-0.0015624999999999112,-0.0070786516853932335,-0.011144449207029616,0.015747099218565097,-0.0021442495126705596,-0.004993342210386054,-0.0016390755613834296,0.004592422502870397,-0.0009448818897638267,-0.0009835259404966656,0.006153846153846176,-0.01857164426996838,0.0019854401058903015,0.008459815874595655,0.00920117105813456,-0.08096277973658697
2012/01/24,-0.017002176278563708,0.010438413361169019,-0.00865988309157828,0.0011024007839295358,-0.009803921568627416,-0.020270270270270285,0.001512859304084957,,0.011964107676969205,-0.006151853650639527,-0.009193054136874323,-0.006641366223908762,-0.006980802792321161,0.012836037781545295,-0.011534428521495887,-0.009484370825540878,0.00037037037037035425,-0.010432968179447166,-0.0013579268982687465,-0.008380291865337397,0.0022147103392002876,-0.006446571596014805,-0.0023419203747072626,0.007880479395830031,0.012761904761904752,-0.0034678436317779893,-0.013044548363278397,0.004077471967380175,-0.007692307692307665,0.00033025099075301156,-0.0007401924500370916,0.008702859510982153,-0.0027559623279638057
