date,CCI_return,SBAC_return,IRM_return,EQIX_return,avg_return
2012/01/04,0.0022261798753340223,0.0013921113689094877,0.004514672686230181,-0.0033583563808770034,0.001193651887399172
2012/01/05,-0.0008884940026656629,-0.0006950880444854812,0.0009630818619583703,0.03815659068384525,0.009384022624663119
2012/01/06,0.001556247220987128,0.00046371435195902144,0.014111610006414477,0.0016229116945107869,0.004438620818467853
2012/01/09,0.012874583795782657,0.009501738122827508,-0.005376344086021612,0.026972931757529572,0.010993227397529531
2012/01/10,0.01095770326539558,0.015840220385674897,0.020031796502384625,0.02477958236658928,0.017902325630011096
2012/01/11,0.002384565358768631,0.0038418079096045332,-0.01558603491271826,0.009599710197428113,6.0012138270754134e-05
2012/01/12,0.00021626297577848064,0.006753714542998557,-0.0018999366687776353,0.009867240760674578,0.003734320402668495
2012/01/13,-0.00540540540540535,-0.003577817531305816,0.0009517766497462166,-0.0001776514478593061,-0.002052274433706064
2012/01/17,-0.0036956521739131,0.0,0.004754358161648042,0.008173418621179929,0.002308031152228718
2012/01/18,0.00021819768710473753,0.011220825852782834,0.006940063091482651,-0.004670426506873437,0.0034271650311241963
2012/01/19,0.012216404886561838,0.007323568575233086,0.0028195488721802775,0.005754758742806398,0.0070285702691954
2012/01/20,-0.00387931034482758,-0.009253139458030413,-0.002811621368322248,0.022183098591549433,0.001559756855092298
2012/01/23,-0.0036780614452618376,0.0008894818768068191,-0.011278195488721887,-0.009559076817085788,-0.005906462968565673
2012/01/24,-0.0023887079261671884,-0.0062208398133748455,-0.0015842839036754874,0.00843404921311186,-0.0004399456075264152
2012/01/25,0.016543317370483424,0.007824726134585402,0.007933989209774728,0.016382134850836172,0.012171041891419931
2012/01/26,-0.007922912205567512,-0.0017746228926353025,-0.01668765743073053,0.016287750254496025,-0.0025243605686093296
2012/01/27,0.051586445067990594,0.01822222222222214,-0.005443483829650986,0.010267111853088595,0.018658073828412586
2012/01/30,-0.0063628899835797,-0.003273679615888203,-0.003863490019317406,-0.01346773527224654,-0.006741948722757962
2012/01/31,0.001445982235075416,0.0010948105977666156,-0.003878474466709747,0.004690117252931225,0.0008381089047658774
2012/02/01,0.0035066006600661392,-0.0006561679790026975,0.0009733939000649006,0.013504501500500199,0.004332082020407135
2012/02/02,0.006988694758478964,-0.0030641278179033282,-0.0032414910858995505,0.0067445303503865794,0.0018569015512656661
2012/02/03,0.004694835680751019,0.0004390779363336872,0.003252032520325354,0.014624183006535896,0.005752532285986489
2012/02/06,0.001219016659894434,-0.0026333113890717463,-0.0077795786061588545,-0.0023351316531120547,-0.0028822512471120554
2012/02/07,-0.0034496753246753276,-0.0033003300330034513,0.009147337471414607,0.041162227602905554,0.010889889929160346
2012/02/08,0.0030543677458765295,-0.0013245033112582183,-0.0006474587245063335,0.007286821705426272,0.0020923068538845624
2012/02/09,0.001015022330491444,0.005083996463306706,-0.0012957563977973319,0.007772818223795497,0.0031440201549490787
2012/02/10,0.0,-0.006157906311853978,-0.011676938047356478,-0.018862161130202337,-0.009174251372353198
2012/02/13,0.0018251875887242974,0.006417348971011316,0.009845749917952062,0.007627724159402494,0.0064290026592725424
2012/02/14,0.00040485829959524544,-0.0019788918205804196,-0.00682482937926554,-0.004016761623917842,-0.003103906131042139
2012/02/15,0.024888709024686317,0.0017625027539105442,-0.007526178010471174,-0.011788428726539402,0.0018341512603965715
2012/02/16,0.003158933859822355,0.017374092808445152,0.0032970656116058095,0.05061999686077545,0.018612522285162192
2012/02/17,0.011021452469986093,0.00021616947687008725,0.016431153466973436,0.00545312616717708,0.008280475395251674
2012/02/21,0.0019466614755694334,0.01620920682947924,-0.01066925315227929,0.0011885586041189278,0.0021687934392220776
2012/02/22,-0.0009714396735962527,-0.005742237345810364,0.007189542483660105,0.0004453844201086632,0.00023031247109053798
2012/02/23,0.011474134577985184,0.00449197860962558,-0.018494484101233,0.01283184892212974,0.0025758695021268763
2012/02/24,0.010382618727167836,-0.0025553662691651935,0.03933884297520662,0.016404174295129748,0.015892567432084753
2012/02/27,-0.014272121788772574,0.0014944491887274314,0.004452926208651231,0.00360256528586822,-0.0011805452763814228
2012/02/28,0.005598455598455621,0.014709017267107383,-0.01963267891070286,-0.0017229522379891282,-0.0002620395707822465
2012/02/29,-0.005375311960069129,-0.014075630252100901,0.0029069767441860517,0.008126501258540086,-0.002104366052360973
2012/03/01,0.019880331982242927,0.0025569997869165917,-0.006763285024154575,0.014909474597622818,0.0076458803356569405
2012/03/02,0.005866767600302802,0.0010626992561106885,-0.013942931258106306,-0.024109088353131414,-0.007780638188706057
2012/03/05,-0.000564440263405519,0.010615711252653925,-0.03156856297270638,-0.009867473350619438,-0.007846191333519353
2012/03/06,-0.013742469879517993,-0.001680672268907557,-0.019694397283531395,-0.020077034989452125,-0.013798643605352268
2012/03/07,0.0038175224279444198,0.011363636363636243,0.0,0.016999404869764145,0.008045140915336202
2012/03/08,0.021867275147366305,0.02236787349146896,-0.0010391409767925852,0.017372262773722502,0.015142067608941295
2012/03/09,0.012839598064756208,0.010888368779892188,-0.0020804438280166426,-0.0071746305065288896,0.003618223127525716
