date,EFX_return,UAL_return,AYI_return,CAT_return,AME_return,FLS_return,FAST_return,URI_return,NOC_return,ITW_return,WM_return,TDG_return,PCAR_return,HII_return,PWR_return,FDX_return,PAYX_return,ROK_return,HON_return,XYL_return,CMI_return,GPN_return,UNP_return,CHRW_return,KSU_return,JBHT_return,NSC_return,LUV_return,MMM_return,JCI_return,AOS_return,RSG_return,CSX_return,DAL_return,DOV_return,ETN_return,BA_return,PH_return,ALK_return,SRCL_return,UPS_return,MAS_return,SNA_return,VRSK_return,RHI_return,LMT_return,TXT_return,ADP_return,GWW_return,PNR_return,AVY_return,EXPD_return,ROP_return,DE_return,EMR_return,FLR_return,CTAS_return,GE_return,SWK_return,avg_return
2012/01/04,-0.010301313417460656,-0.02010582010582007,0.02093944538766279,0.009257288784847661,0.013727810650887573,0.026390660257039178,0.013711151736745864,0.028314917127071793,-0.0005114217524717635,0.005205080158234399,-0.014920828258221719,-0.010097789115646294,-0.0038659793814432852,-0.017912291537986458,0.002319109461966562,-0.002465656921451287,-0.006572461386789352,0.008987575997885466,-0.0008996041741633487,0.033015115354017466,0.013728720483251022,0.0012461059190032042,0.007222222222222241,-0.016036655211912998,0.02241304031436475,0.0019885108263368867,0.01707548448299212,0.022592152199762072,0.00826446280991755,0.008690254500310468,0.015992246183668346,-0.005444646098003658,0.028130671506352067,-0.003731343283582045,-0.015569470299543142,-0.0002198285337438044,0.0014820803018054107,-0.0041862235189648045,0.006490872210953347,-0.009936766034326916,-0.004314994606256617,0.0191256830601092,-0.0023419203747073736,-0.009654471544715548,-0.005931612002791353,-0.013533284564740344,0.019849785407725307,-0.0011935365405801868,0.012285144673743309,0.013774912075029455,0.004094165813715467,0.0016940948693127122,-0.0021539507992290874,0.014626150548480599,0.006496227996647175,0.0021161985378992387,0.03305902383654935,0.01089324618736387,0.0038439635535310046,0.004697317050387336
2012/01/05,-0.0002602133749673996,-0.007019438444924364,-0.027716186252771613,0.007063784923563521,0.01657716553817412,-0.01299942649588992,0.017357980162308495,0.00503693754197454,-0.008186935016203378,0.0024855012427504874,0.008037094281298174,0.022119617738644903,0.044243208279430846,0.0031446540880502027,0.012494215640906914,-0.010240112994350126,0.017532252729077102,-0.007204610951008661,0.0010804970286331095,-0.014247208317289095,0.02600216684723744,-0.004563368595727035,-0.007262364405221655,-0.013242142025611137,-0.004128113879003692,-0.02469680264608609,0.009460359760159909,0.0023255813953488857,-0.004514136374435873,0.012307692307692353,0.00190794180777476,0.007299270072992803,0.0044130626654899086,0.03995006242197263,0.008767405879319234,0.003957783641160839,-0.010762814475985483,0.005605095541401317,0.010882708585247647,0.0027372262773723843,-0.009750812567713929,0.03127792672028584,0.013302034428795073,0.0038481272447410397,0.0021060021060022027,-0.010381905821282955,0.005260389268805676,0.007445537273646385,0.01240219300580181,0.025151777970511713,-0.006795786612300403,-0.008939357332689024,0.016473528743467414,0.014539579967689953,-0.006454299396210783,-0.00249568055288929,0.002884219200659066,-0.0005387931034481763,0.0038292440788540993,0.0038798189283259783
2012/01/06,0.013534617386777636,-0.009787928221859699,-0.04370961611554536,0.002512562814070529,-0.011943040881947531,-0.0074569049002518595,0.0017726567693330253,-0.010023387905111925,-0.004299226139294898,-0.01260330578512392,0.011652867218644669,0.016283223027628857,-0.005450941526263575,0.012539184952978122,-0.007312614259597838,0.016648828635985158,0.0009752925877761776,-0.044992743105950805,-0.007375427235114307,-0.016796874999999933,-0.012354804646251383,-0.03396540946030424,-0.0042596536716361655,0.0025070048665389866,-0.004002287021154793,0.011078453538322375,-0.005939809926082451,-0.011600928074245953,-0.005131264916467648,0.00820668693009119,-0.006427041180671167,0.008695652173912993,-0.0030755711775044547,-0.0012004801920768582,-0.017382413087934645,-0.00810337275514672,0.006119951040391758,-0.01646820369901192,-0.01834130781499199,0.006759391654751035,0.004923413566739532,-0.0121317157712304,0.004054054054054124,0.00613340148223851,-0.0031523642732048662,-0.00112401648557503,0.0005232862375721403,0.0014598540145986938,0.0007360672975815774,-0.005922165820642977,0.012316113581936294,0.015602145294977943,0.004135464401475497,0.008084272415482596,-0.011944677284157601,-0.004618937644341847,0.021911804984935834,0.005390835579514697,-0.004662333992653256,-0.0028644692112379335
2012/01/09,0.0005136106831022946,-0.01537616694124111,0.09181240063592999,0.013993316624895558,0.00023245002324490116,0.011513318372524228,-0.0008847600088476293,-0.005399932500843696,0.00017271157167519924,0.0018832391713747842,-0.0015156107911489247,0.00733925987182138,0.01195814648729443,-0.013622291021671784,-0.005064456721915245,0.004211018832612101,0.011042546281260224,0.010500138159712735,0.008336353751359216,0.003972983710766709,0.02865390783705757,0.022433132010353685,0.018227471403329254,-0.005884083553986508,0.02296211251435132,0.008944543828264706,0.015004647457177,0.008215962441314506,0.005997361161089065,0.0018088634308108809,0.005510301868711043,-0.0035919540229885083,0.014984574702512132,-0.004807692307692402,-0.003468609087755703,0.00551998233605655,0.007434441741011044,0.015198351365275586,0.012185215272136452,-0.0011620400258232078,-0.0004082743603701644,0.0,0.0073062872524514155,0.00025400050800117313,0.005621925509486925,0.0007501875468867159,-0.0026150627615063593,-0.003826530612244916,0.004150467584322692,0.009929078014184523,-0.00439337614058799,0.001440230436869916,0.006233303650934996,0.005224787363305117,0.015694591728526053,-0.0036736272235111667,0.002144197266148451,0.011260053619303045,0.004400283889283152,0.006258937115840566
2012/01/10,0.01591375770020531,-0.025097601784718315,0.05424099017109585,0.029454170957775583,0.023239600278875283,0.015433587344458433,-0.003542174009298238,0.06582965727858836,0.012260404075289166,0.01670843776106934,0.014571948998178597,0.012827090815803022,0.035204332840965025,0.024482109227871973,0.019435446552522162,0.0309842748980782,-0.0009637006103436763,0.023516543614984897,0.016894320632638404,0.012267510882469246,0.026192703461178857,0.016455696202531733,0.01707918531372732,-0.0031074282332049785,0.01851851851851838,0.020168439716312214,0.016745159602302495,0.01396973224679865,0.005126982234410216,0.034005416792055376,0.010245413390516989,0.0014419610670513006,0.021710811984368306,-0.0012077294685990392,0.029933867037939432,0.048309178743961345,0.006306185428686328,0.03044912458766813,-0.011503477795612671,0.03167011375387796,0.010074880871340897,0.0052631578947368585,0.01889673601832409,0.009903504316912226,0.009783368273934334,0.007246376811594235,0.057682223387519826,-0.00018291567587347402,0.0006801130120859256,0.01348314606741563,0.006449422946367855,0.018935762224352892,0.01382743362831862,0.01232926387042177,0.016913760701607883,0.02872113332039583,0.017384327360256746,-0.007423117709438043,0.015404183154324347,0.016636327503145684
2012/01/11,-0.005811015664476948,0.030320366132723153,0.006042817679557944,-0.003201280512204807,0.006586418351124168,-0.004179728317659337,0.004665629860031162,-0.004457179242279508,-0.0018764926646195335,0.007600657354149387,-0.0026929982046679513,-0.003343465045592686,0.0033293697978598047,0.04013480392156876,0.0009078529278256919,0.01412269800022603,0.0006430868167202064,0.04167779855730713,-0.0021208907741251393,0.018764659890539548,-0.0016205813835714622,0.006019095060190827,0.005567528735632266,-0.01261689179159875,-0.002341597796143069,0.010645231370845165,0.0036026762738035067,0.019517795637198576,-0.006287069988137661,0.00465657741559955,0.00448113207547185,-0.017278617710583144,-0.0021249468763281376,0.04111245465538094,-0.0021966880702940506,0.011101801424381996,-0.003466666666666729,0.006156119182467279,-0.014208389715832381,0.012028567848640481,0.005661140315406321,0.04624781849912729,0.0028100412139377973,0.011566507417651417,-0.00519031141868509,0.0019846192011907515,0.057015369360436274,-0.0009147457006951631,0.009097616286605437,0.007483370288248414,0.005059021922428464,-0.0002352387673487666,0.004473540643753271,0.008955223880596996,-0.017864476386037054,-0.005847953216374213,-0.011566771819137678,0.008547008547008517,-0.001530967292971419,0.005688329686772978
2012/01/12,-0.0066073697585767865,0.028872848417545782,-0.0051484468851896725,0.023083099156965048,0.03158844765342961,0.005437374797290895,0.014153029632905767,-0.0006395906619762748,0.02119295846863789,0.009174311926605672,0.015001500150015001,-0.0034563383145268523,0.002844275894761994,-0.005301914580265077,0.004081632653061273,0.01593137254901955,0.0,0.0209027955886123,0.012929507616011193,-0.013814274750575617,0.00669574921375693,-0.00866515370332166,-0.008305054474013307,-0.002705953096812874,0.002209029407703955,0.017626827171109305,0.003076923076922977,0.010135135135135087,0.006088098364569694,0.016801853997682414,0.009861469828598146,0.03186813186813198,0.008517887563884052,0.030197444831591147,0.014733276883996727,0.01864512119328765,0.010302381589510468,0.016642192853646653,-0.00947151681537406,0.03578061161322266,0.001742393780994389,-0.005004170141784892,0.00915374556323556,-0.010688540889883136,0.004173913043478361,0.011265164644713943,0.0,0.006409082585607129,0.005595854922279875,0.01127922971114148,-0.002013422818792021,0.0023529411764706687,0.0060829893547686975,-0.0007100591715976101,0.029688480033451814,0.028273244781783502,-0.004787234042553212,0.0026483050847458944,0.012127125731809407,0.008268622362827957
2012/01/13,-0.0038372985418266836,-0.005396654074473872,-0.016905295842677193,0.005297233666862855,0.006561679790026309,0.001897533206830948,0.015918011338857507,-0.005120000000000013,-0.015230125523012505,-0.002626262626262643,-0.01271061188294409,-0.004794450678363704,0.0030725596785627918,-0.005626295528575853,-0.004516711833785103,-0.00899221405855899,-0.004177377892030876,0.00025122472051242184,-0.008567931456548217,-0.0027237354085603016,-0.014814068326111096,-0.019979188345473298,-0.011886537595677593,0.005878806150135585,-0.007576801212288209,0.004647232784114941,-0.02223926380368091,-0.01449275362318847,-0.008068343616516427,-0.0014245014245015675,-0.018367821436875098,-0.015619453319133836,-0.03124999999999989,-0.0022547914317925244,0.00500667556742318,-0.009355297945901953,-0.012051383922659364,-0.007703418391911465,0.004850332594235063,0.004781257470714895,-0.007760235483007749,0.013411567476948827,-0.018326545723805987,0.005025125628140836,-0.015240734326290362,-0.0020810380707553255,-0.0065666041275798115,-0.00018195050946134828,0.013499587798845747,-0.007616974972796564,-0.03160726294552785,0.0021126760563379143,0.0021593608291945454,0.002605400284225512,-0.014416243654822303,-0.011994832995017468,-0.0013361838588991093,-0.004754358161648153,-0.01390992976174088,-0.0057139867676731316
2012/01/17,0.004879301489471022,-0.01085187194791093,0.013862081066853715,0.008684621389539515,-0.011299435028248705,0.0017992424242425642,0.0042927666881305004,0.024123512383402934,0.013426240652617327,0.03220579299169546,0.0029940119760478723,0.004202542025420142,0.01083883129123464,0.01846337105419904,-0.01724137931034475,-0.004315591457342061,0.006776379477250849,0.005525555695089723,0.008112874779541368,0.0,0.01524140752864156,0.010830324909747224,-0.0020960539506060805,-0.003896298516409491,-0.003331482509716932,0.003784693019343921,-0.002483660130718879,0.011312217194570096,0.007535885167464285,-0.003708987161198163,0.004500236854571238,-0.007933645870897954,0.00043591979075841003,-0.013559322033898202,0.0004981733643307784,0.004721823034284478,0.00857908847184996,0.012493934983017985,-0.0020686801820439804,0.0013085891030215624,0.0005393743257822159,0.0008271298593878207,0.0015085800490288737,-0.017750000000000044,0.009848751319029292,0.0014720314033367377,0.02313503305004727,0.012920837124658746,0.019064565327910454,0.010964912280701844,-0.013194444444444398,-0.0023424689622860706,0.0012928248222365823,0.0029529884242853743,0.010506798516687121,0.02073216286888302,0.005084292213005215,-0.005307855626327074,-0.0054469273743016355,0.003990705014993616
2012/01/18,0.001022233580373122,0.0010970927043334466,0.007268951194184803,0.008609848118409591,-0.005714285714285672,0.009263635504300982,-0.026928830946783444,0.09202261306532677,0.00905584437363749,-0.005102040816326481,0.005373134328358287,-0.013983872614065529,0.002564102564102555,0.004093567251461927,-0.005078485687903922,0.012891753723049515,0.015064102564102733,0.023104783314599864,0.01801959412176357,0.05306281701131477,0.02085642317380354,0.021638655462184797,0.0029223744292237175,0.01233639235745465,-0.0015320334261837987,0.009007121910347804,0.0002620888481195127,0.008948545861297452,0.009972693814555234,0.018900343642611617,0.011789672247111582,0.005452562704471031,-0.0039215686274509665,0.021764032073310347,0.0058091286307053736,0.010012259910094023,-0.0023923444976076125,0.019048760033544943,0.014510779436152532,-0.0013068789354876431,0.009838274932614688,0.046280991735537125,0.011297307475051754,0.017307202850598058,0.021246952281434917,0.007839294463498403,-0.0032302722658053007,0.015091627739849178,0.008231529059615994,0.008676789587852562,0.01688951442646003,0.016670579948344644,0.007316548310738247,0.015428100341538187,0.015494393476044976,0.013540713632204993,0.006922257720979763,0.014941302027748238,0.02345176239292246,0.01123763452246511
