date,PEG_return,PCG_return,AEP_return,NEE_return,D_return,CMS_return,NRG_return,XEL_return,PPL_return,AEE_return,WEC_return,DUK_return,LNT_return,ETR_return,EIX_return,ES_return,AWK_return,CNP_return,SRE_return,AES_return,EXC_return,PNW_return,NI_return,ED_return,DTE_return,SO_return,FE_return,avg_return
2012/01/04,-0.004715498270983942,0.0007349338559530239,0.0031886190826586613,-0.0025445292620865922,-0.008190476190476192,-0.007791017415215484,0.0005564830272677401,-0.006583760058522348,-0.003122831367106116,-0.00030525030525019314,-0.0028943560057885787,-0.0046253469010176795,-0.006663602941176627,-0.008549365692222755,-0.008220502901353899,0.006116207951070374,-0.003493172435693803,-0.005027652086475709,0.008024803939449265,-0.007425742574257432,-0.01616353696220585,-0.006690361697679337,-0.008993576017130689,-0.012366034624896938,-0.005012066085019473,-0.0006662225183211579,-0.014482597523943097,-0.00466320192520092
2012/01/05,0.01073910296904601,0.00489596083231314,0.0012224938875307068,0.012755102040816313,-0.0021125408104474275,0.008314087759815125,0.0038932146829810943,0.004418262150220897,0.0013922728854856015,-0.000610687022900902,0.005515239477503542,-0.00046468401486976507,0.009946796206338204,0.0,-0.011945392491467643,0.015197568389057725,0.00987890376035705,0.0005053057099546621,0.004885109462637871,0.024106400665004246,-0.003382459531287796,0.0006314460113661102,-0.002160760587726962,-0.002671118530884753,0.007276119402985115,-0.0013333333333334085,-0.0030812988859918455,0.0036226337438704783
2012/01/06,-0.004062499999999969,0.00024360535931799987,-0.003907203907204004,-0.010579345088161163,-0.010200153964588177,-0.009161704076958266,-0.019944598337950148,-0.0029325513196482023,-0.008689607229753205,-0.01955392606171691,-0.004330254041570392,0.0,-0.005038937242327068,-0.0055632823365786566,-0.003454231433506094,-0.0119760479041916,0.006626696118649411,-0.013131313131313216,0.005581562837594589,-0.007305194805194759,-0.003878787878787815,-0.003155237694572932,-0.0038977912516240387,-0.010713090056913344,-0.008705315799222069,-0.01023587004895421,0.003566333808844524,-0.006088842425419619
2012/01/09,-0.007216818324443097,-0.000243546030199826,0.0046580044128461395,0.001188051595383488,-0.0013610733035193112,0.004623208506703724,-0.008479366873940242,0.0007352941176470562,0.00911640953716697,-0.00031162355874114755,0.0002899391127861861,-0.0018596001859600975,-0.002071823204419787,0.0012587412587412583,-0.0004951720722952135,-0.021212121212121127,-0.0025078369905955356,0.008188331627430934,0.0005371530886302267,0.019623875715453876,0.007544414699440116,-0.005064359569529442,-0.005652173913043401,0.002876480541455173,0.0,0.010566546762590168,0.004501303008765722,0.0007123051387493633
2012/01/10,-0.0022123893805310324,0.0019488428745433328,0.00683260126891172,0.004407526699440556,-0.001362928348909609,0.0009203865623561569,0.0051311288483466555,0.008082292432035398,-0.0010423905489923557,0.006546134663341752,0.00028985507246370723,0.0,0.0016147635524799142,0.005727056851515533,0.0029725043349022595,0.02786377708978316,-0.013513513513513487,-0.0076142131979695105,0.00304223335719378,0.01844426623897344,-0.006763285024154575,0.013997879109225897,-0.003060778312199419,0.0011810359372363965,0.004484304932735439,-0.003559510567297086,-0.0004716981132074638,0.0027365141784707614
2012/01/11,-0.013303769401330379,0.01264283977631897,-0.0007270964614639608,-0.0006751054852320859,-0.0023396373562097894,-0.0045977011494253706,-0.0022688598979012653,-0.012755102040816424,-0.01878260869565218,0.0018581604211831415,-0.008113590263691739,-0.00326036329762458,-0.005757715338553626,-0.005555555555555647,0.003704618424302364,0.03614457831325302,0.011150047785918993,-0.01176470588235301,-0.00963425512934879,-0.0031496062992125706,-0.015077821011673098,-0.005438192846684897,-0.014473684210526416,-0.0026963262554769996,-0.0033482142857143016,0.006028131279303572,-0.008966493629070427,-0.0030058529071569444
2012/01/12,0.0006420545746388395,0.006242496998799529,0.002910502061605813,0.0030400270224624215,-0.004690248192300239,0.002771362586605264,0.0022740193291641564,-0.014765596160944972,-0.007444168734491385,-0.0003091190108190922,0.0032135553607948175,-0.005607476635513864,-0.0057910586055131,-0.0023743016759775193,-0.002460629921259838,0.03779069767441867,0.006616257088846833,-0.008281573498964856,0.0001801477211313962,-0.008688783570300118,-0.00790123456790126,0.0023133543638276244,0.002670226969292422,-0.0033795201081446846,0.0,0.0011096316023080366,0.004761904761904745,0.0001793528679136904
2012/01/13,-0.008662175168431263,-0.015032211882605506,0.00048367593712206336,-0.004546219902340498,-0.00647948164146861,0.009212344541685846,0.00340328984685212,0.0022480329711502822,0.003214285714285614,-0.00030921459492905257,-0.0037856726849155864,0.0014097744360901387,-0.0011649580615098465,-0.0044799104017920754,0.0007400098667982302,-0.03081232492997199,-0.00062597809076681,-0.0036534446764091566,-0.0018011527377521652,0.007968127490039834,-0.010950721752115422,-0.0008392782207301552,0.02796271637816239,0.003390979993218135,-0.0018663680477790656,0.003546885391265908,-0.0007109004739336289,-0.0011903663222511212
2012/01/17,-0.006796116504854233,0.011143410852713309,0.0014503263234229014,0.0005074424898512397,0.0039525691699604515,-0.007302601551802845,-0.025438100621820392,-0.0018691588785046953,-0.005695977216091164,0.0015465511908445695,0.0026308097047644807,0.00023463162834369555,0.005598320503848786,-0.0029531711432990715,-0.0022183879714074983,0.00867052023121384,0.013780144065142386,0.002095337873232017,0.009022013713460897,0.0181818181818183,-0.004781077000503342,0.0006299874002519967,0.013385146804835824,0.0027036160865157033,0.0016828721017203563,-0.0017671747294014661,-0.004268437277685555,0.0012639005713544625
2012/01/18,-0.0058651026392961825,-0.00718735026353623,0.0026550808592806785,0.00591715976331364,-0.0072834645669290765,0.0009195402298849409,0.0,0.004494382022471877,0.005728607232366567,-0.008338480543545468,-0.004956268221574134,0.00023457658925640779,0.0027835768963115903,0.004795486600846166,-0.0009881422924901129,0.02005730659025784,0.0021624961383996943,-0.009932043910088728,-0.006795422031473541,-0.006987577639751663,0.0007585335018962525,0.002518363064008433,-0.0012782275244992425,-0.0010111223458039165,-0.0007466865783087862,0.005753485284355042,-0.00047630388187669404,-0.00011361472838980171
2012/01/19,-0.00852179613241566,-0.005791505791505669,-0.010592200288878084,-0.011932773109243677,-0.0025778306563554176,-0.014699127239320209,-0.04756380510440816,-0.008575689783743456,-0.010323958704165137,-0.017128620367486747,-0.0008789920890712732,-0.0037523452157599557,-0.01434189220448756,-0.008141493542953349,-0.011374876360039532,-0.008426966292134908,0.015104808877928644,-0.026927138331573452,0.001800504141159509,0.010164190774042181,-0.002021222839818093,-0.005861419300816406,-0.026450511945392496,-0.009109311740890691,-0.010087801232953497,-0.010341034103410474,-0.019776030497974717,-0.009930697743765492
