date,T_return,NFLX_return,FB_return,DISCK_return,VZ_return,IPG_return,DISH_return,CMCSA_return,NWSA_return,NWS_return,DISCA_return,CHTR_return,DIS_return,ATVI_return,OMC_return,GOOG_return,EA_return,avg_return
2012/01/04,0.001645819618169897,0.11364894795127367,,-0.007936507936507908,-0.013088346337779888,0.0009842519685039353,0.013415892672858698,0.009593794651969745,-0.007084468664850241,-0.006427423674343902,0.0026914607291410597,-0.006644518272425182,0.014095536413468945,-0.0077868852459015425,-0.005777777777777771,0.004313220614954094,-0.04741784037558694,0.003639072270947917
2012/01/05,-0.000985869208018464,-0.01429459291485402,,-0.009599999999999942,-0.006885998469778221,0.008849557522123908,0.002376103190767198,0.008896077638495647,0.014818880351262331,0.009164420485175073,0.0014641288433383526,0.0029924309100508584,0.016731016731016624,0.0004130524576619887,-0.013187304425570034,-0.013871460441515882,0.011828486939379212,0.0011693081005959144
2012/01/06,-0.023684210526315752,0.0881462799495587,,0.004846526655896577,-0.01566512583461732,0.006822612085769952,-0.02675245513037594,-0.010621242484969984,-0.01027582477014588,-0.0064102564102562765,0.006091617933723148,-0.006318006318006275,0.01037974683544296,0.01073492981007429,-0.0024915062287655942,-0.013641659251882876,-0.04188991719434976,-0.0019205306799512517
2012/01/09,-0.0006738544474393926,0.13779116931278246,,0.0037513397642015,0.0010435690060004443,0.00871248789932233,0.0017397355601949105,0.021267976503949848,0.002732240437158584,0.0,0.006539113586824907,0.002296008477569833,-0.004009020295665189,-0.0032679738562092497,0.004768392370572139,-0.042398694120221236,-0.012709710218607007,0.00797392374877718
2012/01/10,0.003371544167228624,-0.023935628437563694,,0.018152696209289942,0.005212405525149899,0.016314779270633295,0.0031260854463355248,0.007536691788972538,0.01634877384196165,0.017204301075268935,0.01900866217516839,-0.0015859030837005461,-0.0030188679245282124,0.020491803278688492,0.023728813559321882,0.001092423574448942,0.0018022657054581614,0.007803177885758364
2012/01/11,0.007728494623655768,-0.03840133569863291,,0.011536444677503921,0.008555872439719892,-0.01227573182247399,-0.0058864265927977,0.0007874015748032814,0.008042895442359255,0.005813953488372103,0.014639905548996301,-0.00900105894811154,-0.02346707040121121,0.012851405622489986,-0.0055187637969095205,0.004525483767283678,-0.0038550501156514594,-0.001495223761912759
2012/01/12,0.004334778259419858,0.0,,0.02073613271124941,0.0005141388174807471,0.01242829827915859,-0.0010449320794149175,0.0031471282454760274,0.004787234042553212,0.005780346820809301,0.013032348149871975,0.023330365093499505,0.0007751937984494806,-0.003965107057890438,0.018201997780244117,0.005878953738930548,0.00670794633642946,0.00716530143351668
2012/01/13,-0.0016600265604249653,0.024199674443841523,,0.006094464195022686,0.0,-0.0056657223796034994,0.0024407252440725724,-0.004705882352941226,-0.014822657490735858,-0.011494252873563204,-0.004364805881001521,-0.008701705534284732,-0.008520526723470145,-0.02547770700636942,0.012862437322868958,-0.007385204126402201,-0.07534597642234764,-0.007659197884083667
2012/01/17,0.005986032590621804,0.0036024581479128237,,0.005552751135790235,0.002569373072970338,0.015194681861348647,0.012173913043478368,0.006107171000788059,0.022031166039763628,0.01955602536997869,0.0083064143977849,0.000175561797752799,0.002083333333333215,-0.020424836601307228,0.0027981058975463657,0.005744139998146158,-0.016629711751663057,0.004676661208390359
2012/01/18,0.0026446280991734294,0.040329391891891886,,0.003012048192771122,-0.0002562788313686948,-0.009354536950420878,-0.0013745704467355013,0.007244957900920168,0.013669821240799296,0.014515292897874676,0.006636155606407401,-0.009303142004563836,0.014033264033264103,0.01834862385321112,0.01073191672032614,0.006888462665421757,0.029312288613303483,0.00919239521764223
