tickers,CERN,XRAY,LH,HCA,AMGN,CVS,BMY,ABT,CAH,PFE,JNJ,MRK,VAR,BAX,BDX,PKI,HUM,DHR,LLY,MDT,TMO,CI,COO,MYL,SYK,HOLX,REGN,IDXX,VRTX,BIIB,PRGO,GILD,BSX,PDCO,UHS,INCY,MCK,ABC,RMD,DVA,HSIC,WAT,ALXN,DGX,MTD,A,EW,ISRG,ILMN,ALGN,CNC,UNH
MRK,0.01248101293555138,-0.18118267130701596,0.012943936171138265,0.7831780958837575,0.8471731913935066,0.6472229113176913,0.10592210337955105,0.8355424633032212,-0.3795015525886696,0.870281641300735,0.8878860550739467,1.0,-0.22654084382756554,0.6204216538928543,0.2162306946145122,0.5566255048153604,-0.6790643698715547,0.25109948440169383,0.8629383924973071,0.7613219926256247,0.6083805109640474,0.3994114606640423,0.5196915615532726,0.6443185645281946,0.15370235395418805,0.1267435341110851,0.7012715387689066,0.8250090771254315,0.25435037310131653,0.8013236119907521,0.6624606459900628,0.7766591311334639,-0.5900827698205063,0.6972042790285472,0.3783693540834599,-0.12596764410576083,0.4671409093937373,0.6340690747635633,0.7233719573876589,0.8236563050607356,0.6206982358964861,-0.28105717789200657,0.729709927225488,0.4837821854447971,-0.03842804821496709,-0.6337766390562801,0.6778078011224492,-0.0617102446022006,0.05113644655014473,0.3986934718231461,-0.29168872339141694,-0.09119408218034353
VAR,0.026477467655982544,0.6170271511782018,-0.11062124294722687,-0.032127984308039086,-0.11966773299366741,-0.10614636589583722,-0.30158715229030225,-0.4479729119993819,0.13583805208062064,-0.11504608629592389,0.008375476966185121,-0.22654084382756556,1.0,0.3096250553700124,0.44303301171602977,0.2855556344957985,0.25811371255438526,0.19163856661450446,-0.14678166997622213,0.18682271323433847,0.3133224761090279,0.5729971147462414,0.1389973658951902,0.2872841212226562,0.371886102246363,0.31147791224608656,-0.05978078152870484,-0.28074867747632043,-0.5941095094780711,-0.2905704516550069,-0.6121004873066039,-0.04667018289717348,0.3253433941313845,-0.47408956691639303,0.384752874694198,-0.5425389626812533,-0.0010325996589240706,0.3241455357999128,-0.006177173833547749,-0.04941931294473771,-0.015871495073704445,0.6111046789699242,-0.5367518613827156,-0.16766353357969735,0.75124696969805,0.40730464201598426,-0.546302504422494,0.07621207204764992,0.5133190546091573,-0.6999910717829119,0.6569414555773051,-0.1433637630032075
BAX,0.0030325308730064365,0.37034579358348263,-0.05295521882544043,0.6998550360114165,0.6789820302962797,0.5421508111684468,-0.36504655616792864,0.5243182912173767,-0.37460244866233344,0.6880649074754481,0.7478839976529742,0.6204216538928543,0.3096250553700124,1.0,0.5604369441017638,0.8806613597632724,-0.5867585191006767,0.5978079027231492,0.6419012988603243,0.8087198632671648,0.9626999373104949,0.7059720194445318,0.6680022502950601,0.9232679835511488,0.40571091519371344,0.5488757983036675,0.726704796156364,0.5548793799354953,-0.049091108775715916,0.575642163638936,0.20138746352197837,0.725563714888252,-0.2465513327863569,0.37020188775794816,0.7380579114039026,-0.47947046367197,0.37226774762828824,0.6697203333746181,0.7412568574608722,0.8114803610344197,0.5914234377599814,0.38103547323833037,0.41578448662575096,0.42241644812474743,0.6218954094670159,-0.18180636475274703,0.17687281463236457,-0.0015782746462978648,0.6632470617514776,0.015560096263699835,0.2794037485086156,-0.16653552665659963
BDX,-0.15018206988549804,0.5293476230189882,0.3960370318418681,0.31873209061963365,0.20553056497782957,0.21910820198523945,-0.30026808262982624,0.10898332294407795,0.007957595333355797,0.19782731914541143,0.25713593940568824,0.2162306946145122,0.4430330117160297,0.5604369441017637,0.9999999999999998,0.5081718989442879,-0.01165185631947483,0.7193466684930896,0.1124988263616332,0.5851403722475884,0.5922434544712503,0.4935257390250397,0.35483942196535123,0.476332295985533,0.7460597000357904,0.6092635453179204,0.24982853935698807,0.2921694248012121,-0.22988340667405444,0.21782128791365443,-0.13350164539486148,0.29941618896938205,0.45281698093111206,0.04436037907063377,0.6396502726270662,-0.3021013399570675,-0.10536911476121515,0.3134968171935263,0.276111762867815,0.21156313422500353,0.2839430294900613,0.6733491648494193,0.08167829547170784,0.45767316154081744,0.7370314326401806,0.3996222848856591,-0.03839682530987526,-0.12807167476841969,0.684530751458052,-0.011525165854967719,0.43241658937705635,-0.08196714071874137
PKI,0.21695654444649662,0.4788185661479171,-0.14964592196858548,0.7217796804306893,0.6930974689799095,0.6246469706982983,-0.33270117739679406,0.5576679377481989,-0.4280435159703287,0.7223374586187458,0.6156599530245547,0.5566255048153603,0.28555563449579846,0.8806613597632724,0.5081718989442879,0.9999999999999998,-0.580762798601852,0.6609790359130325,0.6722108426617823,0.7338328188521259,0.9217703088418391,0.7696649244688459,0.8502426274455838,0.8499561937337323,0.41542474214520697,0.4233557553793046,0.8258559244991581,0.6045648453316244,0.13632515679924279,0.6164906683714964,0.22538252253075897,0.7446718145963195,-0.11618173576445022,0.43226148845885776,0.718433970579029,-0.3859518524776504,0.4256090030658546,0.4690678794351822,0.8495083788480248,0.7509763935770284,0.6532967882250714,0.3712263514304055,0.4200296993531463,0.31730848804133654,0.606702013533186,-0.1495394251142886,0.22601848087022272,0.191524711038251,0.5824860292088223,0.14957907520450656,0.12557846436516473,0.034132816707659795
HUM,-0.23786212593278813,0.08725453978825165,0.3507116848742137,-0.6987952269937774,-0.8348812387185721,-0.6213237786283647,0.20120473116685114,-0.7863567329288852,0.4905285819301066,-0.7810720282915059,-0.709312137981298,-0.6790643698715547,0.25811371255438526,-0.5867585191006767,-0.01165185631947483,-0.580762798601852,1.0,-0.18755709775404988,-0.7921352068482816,-0.539202782397057,-0.594218431454359,-0.19092300428767858,-0.4840672083615589,-0.6148407824786551,-0.030707106163843555,0.1932755022057427,-0.8076647551415809,-0.6365716989132915,-0.4372946637292071,-0.8367777576389351,-0.423698307675175,-0.8256624276709839,0.554371024433717,-0.6891397008300238,-0.21933398205352636,-0.01506799867157341,-0.5355440463855462,-0.42592089823369306,-0.7905601678298937,-0.7486685968187488,-0.7244401862091927,0.29491674601241397,-0.6658787464296483,-0.21639637562330832,0.02966480333228676,0.59752236620093,-0.6815903604842546,0.09443745763933364,-0.06391364411802383,-0.41437904230132083,0.3401149261091558,0.3178312598414569
DHR,0.023529633137289094,0.5580540424298577,0.3451337305876321,0.3724858419202326,0.26537145930316813,0.38647277972263283,-0.1905165946787652,0.3916385889631601,-0.15079020225888878,0.4057359288455496,0.22605961635039484,0.25109948440169383,0.19163856661450446,0.5978079027231492,0.7193466684930896,0.6609790359130325,-0.18755709775404986,1.0,0.2756515170861455,0.4820777770522839,0.6204171914958434,0.5276417570742756,0.5509876300463883,0.5100599196318184,0.6333428505764068,0.5948893119532368,0.49092130597994876,0.379006439505517,0.0737173203951722,0.40845838988184224,0.17286634433394826,0.3162987936660167,0.29934190893740087,0.27469654521530185,0.6197946607783676,-0.16635484733219522,0.07390026589221997,0.16667345093153668,0.4790416425394842,0.34479466057208485,0.44995323684271404,0.5581383337512993,0.40063323466239664,0.603328081908994,0.5848096648256803,0.3002172172901948,0.06792331758356654,0.07702992060633629,0.5503147075467042,0.345556462472033,0.193914945178986,0.18897383499215273
LLY,0.28678175485494756,-0.11678245305446543,-0.21951498622758547,0.8122257318730214,0.934108124525856,0.7997367584953536,0.12987664818447228,0.8648910139211481,-0.37499896797883614,0.9580520350728008,0.8562517004614791,0.8629383924973071,-0.14678166997622216,0.6419012988603244,0.11249882636163319,0.6722108426617823,-0.7921352068482816,0.27565151708614555,0.9999999999999998,0.6890188045055694,0.6369164376688521,0.4995141294161177,0.7034581435992989,0.6601161214694408,0.08228802672286174,-0.030048794875544075,0.8671066645546148,0.8012289077981225,0.4367692657199743,0.8810280400140349,0.5981564065014029,0.86379708027728,-0.5578928032550141,0.6923506724647667,0.421089991794464,-0.09380745782405181,0.6569112659472124,0.6148289777968485,0.8970132589389539,0.8743686164562635,0.7438448303378546,-0.27184244375001737,0.720441442012299,0.35773557069647577,-0.018459914396861066,-0.68251496254072,0.6826364011060585,0.05669608433564357,0.07261366850307097,0.4037985992431332,-0.4293611182712002,0.003312876344318284
MDT,-0.17705870256619313,0.07931096388470114,0.10856763014637669,0.7219950577669279,0.7107119748069612,0.5391397229306323,-0.26222259089375494,0.589484731616359,-0.4294717548484451,0.702756687911421,0.7793648416433452,0.7613219926256247,0.18682271323433847,0.8087198632671648,0.5851403722475884,0.733832818852126,-0.539202782397057,0.48207777705228394,0.6890188045055694,1.0,0.8244283266255211,0.5870306027005341,0.5650602224679877,0.8344337863789846,0.4231308773862691,0.42938238751402136,0.6453592970350069,0.6956892726674712,0.034351254965593436,0.6290367887814404,0.24746048962947206,0.7622876473047088,-0.29915247777161424,0.4377368656215164,0.5858136157853895,-0.4567571765762228,0.16638528254671225,0.6827089107563397,0.69254802449486,0.7096927611976168,0.5458124094958068,0.12738864265479793,0.47541499503426476,0.4984652811511835,0.4017063493307748,-0.3145179376073962,0.3672265085313828,-0.23520606644215353,0.43247703998707937,0.12298110623858237,0.11153540052970584,-0.2724581492790763
TMO,0.021004042096796866,0.4057921009436845,-0.06127944641036974,0.7259487802572645,0.6954168680344353,0.5684871393146499,-0.40577394644930276,0.5255647060903252,-0.421493976082506,0.6841748636148247,0.7102948119832985,0.6083805109640474,0.3133224761090279,0.9626999373104949,0.5922434544712504,0.9217703088418391,-0.594218431454359,0.6204171914958434,0.6369164376688522,0.8244283266255211,1.0,0.7119207555037598,0.7080261978863924,0.9360171269256448,0.44163959843703604,0.5358539915819454,0.7490499144213595,0.5937227953593399,-0.027729867319308113,0.5888466478921388,0.18774372595929056,0.7514468968808243,-0.18151073350826172,0.365381377128862,0.7635735151187328,-0.4946620467534426,0.3416431780657615,0.5960912890289327,0.7713370069043284,0.7882425315618566,0.6030698566930549,0.4074843444155158,0.40291044220463224,0.39524248308268056,0.6531517918289581,-0.14429759641642181,0.2089869963119239,-0.006376847657691736,0.6542952163338336,0.03765261297060796,0.2840095295848216,-0.15731395916275798
CI,0.12134332504959117,0.5117626107567825,-0.1209462109914898,0.5383778978453522,0.4801889328409647,0.41591748772804904,-0.1668675712177048,0.2355215987750706,-0.2569331133328586,0.5579578828968481,0.4644383045095478,0.3994114606640423,0.5729971147462414,0.7059720194445318,0.4935257390250397,0.7696649244688459,-0.19092300428767858,0.5276417570742756,0.4995141294161177,0.5870306027005342,0.7119207555037598,1.0,0.7525087362303609,0.654864436017864,0.41128913649177695,0.4431859419979973,0.595362358809679,0.37579525990491314,-0.16069320633570203,0.34286067574949985,0.03350505616268091,0.5036699763226656,-0.038420578222319486,0.08315726253038382,0.6861619984085319,-0.5119645695068614,0.3800527361424989,0.5335616931575764,0.6182740017356905,0.5662869325911114,0.4193665200771419,0.4361692854259284,0.12712671640400042,0.16873983561034847,0.6440435812424959,-0.057352538528875584,-0.05073281457593679,0.24932486388756717,0.5381717731738155,-0.1731929977897476,0.25784384033377283,0.1964085616358655
COO,0.34706442894257933,0.3318080395625006,-0.18846397175326793,0.7220451510958537,0.6854819168614549,0.6695411899515213,-0.07300868219870657,0.5818247379007414,-0.4065436747212551,0.7413872753332374,0.47909443258196255,0.5196915615532726,0.1389973658951902,0.66800225029506,0.3548394219653512,0.8502426274455838,-0.48406720836155887,0.5509876300463883,0.7034581435992988,0.5650602224679877,0.7080261978863924,0.7525087362303609,1.0,0.6308481449528563,0.2493633048828238,0.2463703056508137,0.8386701432166307,0.6144521406046266,0.3364539096422691,0.6400464649665776,0.3325989814948391,0.6973514994545718,-0.0990438347054202,0.4201133453785154,0.63819769905746,-0.20892532551499648,0.48432255580890543,0.3075444632660888,0.8403704306770798,0.6699689414523164,0.5776121374642623,0.22979156026436834,0.43609562332844676,0.24984850674817727,0.3605964179366347,-0.30769080119487985,0.2692675379675638,0.3594322141246798,0.4019960001661585,0.2591414394911355,-0.15255566348336985,0.3007551957701626
