tickers,T,NFLX,FB,DISCK,VZ,IPG,DISH,CMCSA,NWSA,NWS,DISCA,CHTR,DIS,ATVI,OMC,GOOG,EA
T,0.9999999999999998,-0.06729556637667178,-0.05776081759779613,0.3525811650916747,0.7617678668939097,0.15939753491190228,0.2826327925187089,0.45780888882823356,0.44017438059909125,0.4473409909241668,0.3863277723710174,0.2522957912036949,0.4535976736858383,0.27268853531444526,0.3911335655024519,0.30485800571387817,0.14170289428684152
NFLX,-0.06729556637667176,1.0000000000000007,-0.039945454385966285,0.10663874359849139,0.01108671221888647,0.08842558828902075,0.10507395323438239,0.15893177666429384,0.04336522174508469,0.049325703778809044,0.13865381296048698,0.1111972552054119,-0.019194168978089628,0.13363392169489688,0.062711443483826,0.23719904511841278,0.2533973804634829
FB,-0.05776081759779613,-0.039945454385966285,1.0000000000000002,-0.047904574661424594,0.014668197871429665,0.08219101850319978,-0.006083385444013126,-0.029087260793665467,0.03958501732356339,0.03709246147780472,0.0036645730391194247,0.09640146311892935,0.07500783388064507,0.14255579570513152,-0.02858404799660745,0.022194604289627374,0.0036258402143863494
DISCK,0.3525811650916747,0.1066387435984914,-0.047904574661424594,0.9999999999999998,0.3250118642354031,0.4149107112054322,0.3462156625096734,0.4714608494584111,0.5202092301161745,0.5271721019648922,0.9559131970003149,0.45562650274589633,0.41595759622925466,0.18359728726317887,0.5762990498390811,0.3288812487174072,0.44354734285461483
VZ,0.7617678668939097,0.011086712218886473,0.014668197871429665,0.32501186423540307,0.9999999999999997,0.1901863640240296,0.244192368389342,0.4260391212471912,0.38564075602415226,0.3972628949591879,0.35552622260451083,0.2097674552298732,0.4310038657744907,0.27826927931986833,0.39629575463005284,0.20015245779210183,0.1338820820999086
IPG,0.15939753491190228,0.08842558828902077,0.08219101850319978,0.4149107112054322,0.1901863640240296,0.9999999999999993,0.3593358381864973,0.3199102141358048,0.36988995728476937,0.3690753091915234,0.45538407098237127,0.2940904570243446,0.29102782828734314,0.08556537377248292,0.5521405487502693,0.2591025604134643,0.48787585608362805
DISH,0.2826327925187089,0.1050739532343824,-0.006083385444013125,0.3462156625096734,0.244192368389342,0.3593358381864973,0.9999999999999998,0.40407085377402485,0.4024617985569064,0.40044544657253195,0.37999247747213,0.40016905014693427,0.3608388324013651,0.28864154414391463,0.49897361168943194,0.18598542242655944,0.3419024404987455
CMCSA,0.45780888882823356,0.15893177666429384,-0.029087260793665467,0.4714608494584111,0.4260391212471912,0.3199102141358048,0.4040708537740249,0.9999999999999997,0.5890221224324487,0.5937146082781798,0.5073888521059968,0.4553227487033599,0.5464050982052407,0.23695041381480694,0.48577531767566834,0.31988472131304035,0.3513427774565798
NWSA,0.44017438059909125,0.0433652217450847,0.03958501732356339,0.5202092301161745,0.38564075602415226,0.36988995728476937,0.4024617985569065,0.5890221224324487,1.0000000000000004,0.9902920578863331,0.5707496139215726,0.42461075866762743,0.5542017221021857,0.34709177737110436,0.5060256877370058,0.32997006249213773,0.3682235605879165
NWS,0.44734099092416674,0.04932570377880904,0.03709246147780472,0.5271721019648922,0.3972628949591878,0.3690753091915233,0.40044544657253195,0.5937146082781797,0.9902920578863329,0.9999999999999993,0.5754362509267034,0.4216807685892053,0.5808326837340205,0.35410063626039134,0.5151307259663369,0.3237052618564352,0.3692001091481783
DISCA,0.38632777237101734,0.13865381296048698,0.003664573039119424,0.9559131970003146,0.35552622260451083,0.4553840709823712,0.37999247747213,0.5073888521059967,0.5707496139215726,0.5754362509267034,1.0,0.4541922675832026,0.46965927245914074,0.21300029988073552,0.6238917310978073,0.3518902856363335,0.41919154730778085
CHTR,0.2522957912036949,0.11119725520541193,0.09640146311892935,0.45562650274589633,0.2097674552298732,0.29409045702434455,0.40016905014693427,0.4553227487033599,0.42461075866762743,0.4216807685892053,0.45419226758320264,1.0,0.36064227691322776,0.108880991174497,0.4365446943771367,0.19510457538805714,0.2620824795135031
DIS,0.4535976736858383,-0.019194168978089628,0.07500783388064507,0.4159575962292546,0.4310038657744907,0.29102782828734314,0.3608388324013652,0.5464050982052406,0.5542017221021857,0.5808326837340205,0.4696592724591408,0.3606422769132277,0.9999999999999998,0.27061306928445045,0.4625604439769467,0.2258114451483649,0.21933579106273074
ATVI,0.27268853531444526,0.13363392169489688,0.14255579570513152,0.18359728726317887,0.27826927931986833,0.08556537377248292,0.28864154414391463,0.23695041381480697,0.34709177737110436,0.35410063626039145,0.21300029988073557,0.108880991174497,0.27061306928445045,1.0000000000000004,0.29569161653795945,0.27354717182510374,0.40339760117112405
OMC,0.3911335655024519,0.06271144348382601,-0.02858404799660745,0.576299049839081,0.39629575463005284,0.5521405487502693,0.49897361168943194,0.48577531767566834,0.5060256877370058,0.515130725966337,0.6238917310978073,0.4365446943771367,0.4625604439769467,0.29569161653795945,1.0,0.39736591783494657,0.4151811319659814
GOOG,0.30485800571387817,0.23719904511841278,0.022194604289627374,0.3288812487174072,0.20015245779210183,0.2591025604134643,0.18598542242655944,0.31988472131304035,0.3299700624921377,0.3237052618564352,0.35189028563633357,0.19510457538805714,0.22581144514836488,0.27354717182510374,0.39736591783494657,0.9999999999999999,0.39862120302785936
EA,0.14170289428684152,0.253397380463483,0.0036258402143863494,0.4435473428546148,0.1338820820999086,0.48787585608362805,0.3419024404987455,0.3513427774565798,0.3682235605879165,0.36920010914817836,0.41919154730778085,0.2620824795135031,0.21933579106273074,0.40339760117112405,0.4151811319659814,0.39862120302785936,0.9999999999999986
