tickers,HES,HP,NOV,COP,EOG,APA,PSX,XOM,COG,PXD,CVX,MRO,WMB,MPC,CXO,VLO,EQT,KMI,FTI,DVN,RRC,HAL,XEC,OKE,OXY
CVX,0.7333920867188336,0.6339605042388434,0.6666146715767053,0.7892055652074603,0.6813109921898649,0.7191267512710208,0.4816426423925406,0.8132568506661557,0.4610686693530202,0.7067526448227227,1.0000000000000002,0.6956983450478849,0.5979930048894707,0.5255386105588976,0.6692745491196007,0.5480427366718378,0.5803145269111079,0.4169703735490783,0.5883318465863954,0.6763611739736802,0.46873581117468033,0.6270522060596827,0.5186439435252114,0.12932559381412767,0.7588530848993569
MRO,0.704582889169842,0.6717990671841195,0.6038388419527393,0.7439192490831534,0.7367401300281523,0.7265512134339882,0.48235911879387555,0.7114880978492779,0.4745257023270854,0.7511246022206568,0.6956983450478846,0.9999999999999993,0.590053415965936,0.528436738390213,0.7087602042520329,0.5293989116034268,0.5745388511796864,0.3913835999841373,0.5883047175407261,0.7311426308277232,0.5265853821426012,0.6020988206452328,0.6492032040315284,0.14484553175557974,0.7454284560942064
WMB,0.5685878340161793,0.5201111099961351,0.6076108551793686,0.6126386684627747,0.6625153268843517,0.6328320135907751,0.4055181454496262,0.5696334333498054,0.3911503027160482,0.6603497404849514,0.5979930048894706,0.590053415965936,1.0000000000000009,0.48628593855966906,0.5599711285733123,0.49199405790721995,0.4927694823793286,0.5717890572092132,0.49052763642109815,0.5471415039787769,0.46104789684311204,0.5070609895624938,0.5306133359351842,0.23082274752768644,0.5767489400930861
MPC,0.49732317541317245,0.42892792147618,0.4888537880350294,0.4623722491716228,0.43253948602475434,0.40568525850601844,0.5614646457902005,0.5204538887754889,0.34184292940372657,0.3952145117145444,0.5255386105588976,0.528436738390213,0.48628593855966906,0.9999999999999998,0.3931140147301123,0.6656969172625733,0.4329448450080846,0.28959511913265473,0.392220535249588,0.40108258182128004,0.27709653800100176,0.43363817801867216,0.3318289292008942,0.21380550134681628,0.48551146333740786
CXO,0.6680509394222721,0.6377601122485896,0.6149219585014143,0.6683107475136444,0.7061974309154402,0.7098112427839316,0.3434066248109248,0.6343454548739323,0.4013473492248357,0.7657692992822528,0.6692745491196007,0.7087602042520329,0.5599711285733122,0.3931140147301123,0.9999999999999999,0.42826519556981346,0.4735297153425164,0.3805964157385708,0.5999532995732205,0.6526863548201541,0.5032028161686533,0.5967470734197478,0.6304573601602571,0.07197389593104357,0.723825485110504
VLO,0.524930336344682,0.5018176859065857,0.5080932436055117,0.4857216174840814,0.4841669441382556,0.43820600041129565,0.49158332287171425,0.5361229392372647,0.35456608008621254,0.4588053908489555,0.5480427366718378,0.5293989116034269,0.49199405790722,0.6656969172625733,0.4282651955698136,1.0,0.43257777184850726,0.3191332164385731,0.4167395971579698,0.4828357309440697,0.3462752591610203,0.49163597413549287,0.3783699871356108,0.1642146248514136,0.47610933560229063
EQT,0.5511249880254973,0.5095325769916752,0.506285182222568,0.5702632475980832,0.5348669889738416,0.6163437266896468,0.3997848744893215,0.5422099917084735,0.7096605528823965,0.5088247868037209,0.5803145269111079,0.5745388511796865,0.4927694823793286,0.4329448450080846,0.4735297153425164,0.4325777718485072,1.0000000000000007,0.33959745663606694,0.4555324289395384,0.6434626105899883,0.6858222984502993,0.5390842957750395,0.5573788973678357,0.18337555897167707,0.5182349038709364
KMI,0.4709346629955473,0.3937050364634456,0.4583915773684595,0.44966462686343595,0.4628213422989124,0.482463099523346,0.24532533078085,0.3879201065256377,0.19292292080875176,0.46955585855687254,0.41697037354907823,0.3913835999841373,0.5717890572092132,0.28959511913265473,0.3805964157385708,0.31913321643857306,0.33959745663606694,0.9999999999999996,0.3756206631831578,0.46857130420856025,0.22884476156591643,0.4489438605713491,0.44961622710372673,-0.001702573109257366,0.45596486830203936
FTI,0.6849893233584977,0.6090217606214682,0.7185585056945312,0.571388698530863,0.6580727241364889,0.6739700200472862,0.41062041299867497,0.6321922685685825,0.4848134906509713,0.6660765485234682,0.5883318465863954,0.5883047175407261,0.4905276364210982,0.39222053524958805,0.5999532995732206,0.4167395971579698,0.4555324289395384,0.37562066318315784,0.9999999999999998,0.5872655323582264,0.5101071761961176,0.6033906000529835,0.5795678504247058,0.1114698688504471,0.6399799822433885
DVN,0.7063489890162884,0.6944357577025663,0.6422102879828212,0.6788635681120385,0.6483015699306169,0.7727164198026726,0.36923831377614835,0.6688483871964686,0.510808488391242,0.6633486623150162,0.6763611739736801,0.7311426308277231,0.5471415039787769,0.40108258182128,0.6526863548201541,0.4828357309440696,0.6434626105899883,0.4685713042085602,0.5872655323582263,1.0,0.6000056343818888,0.676991731048669,0.7358749026671284,0.07545615883521578,0.6971911883935299
RRC,0.5312276977573076,0.4966777947298393,0.4907641016963857,0.5275523586271279,0.5840439562189789,0.6118860313206508,0.38698024057332886,0.5069836971148437,0.6836120736010155,0.5790366667315257,0.46873581117468033,0.5265853821426013,0.46104789684311204,0.27709653800100176,0.5032028161686533,0.3462752591610203,0.6858222984502993,0.22884476156591643,0.5101071761961176,0.6000056343818888,1.000000000000001,0.4283717292631741,0.5661294780030313,0.1067700299021943,0.4658563611812271
HAL,0.6684824573608361,0.740622586004983,0.6937548634186773,0.5972551115419816,0.6257895096335713,0.6573418108116879,0.3758706166274907,0.6094532986988697,0.38440551756220603,0.5932615059111476,0.6270522060596826,0.6020988206452327,0.5070609895624937,0.4336381780186721,0.5967470734197478,0.4916359741354928,0.5390842957750395,0.4489438605713491,0.6033906000529834,0.676991731048669,0.428371729263174,1.0000000000000002,0.6194260698609606,0.1604806400507306,0.6641996060763358
XEC,0.6485178618269954,0.6837653458278349,0.5855312924896814,0.6144883035607255,0.6539097775824133,0.7144587211217843,0.34185552604809805,0.5742968942554186,0.44230635888626446,0.657525036951872,0.5186439435252113,0.6492032040315283,0.5306133359351842,0.33182892920089413,0.6304573601602571,0.37836998713561076,0.5573788973678356,0.4496162271037267,0.5795678504247057,0.7358749026671284,0.5661294780030312,0.6194260698609606,0.9999999999999996,0.17562131898946273,0.6268708990103067
OKE,0.10695254404925184,0.06985006162429505,0.17831434399283924,0.13510407061956367,0.20640249623769533,0.12155132808706247,0.14436958283645865,0.1546189063635743,0.0971530756995558,0.2092328633124823,0.12932559381412767,0.14484553175557974,0.23082274752768644,0.21380550134681628,0.07197389593104359,0.16421462485141355,0.18337555897167707,-0.001702573109257366,0.1114698688504471,0.0754561588352158,0.1067700299021943,0.16048064005073062,0.17562131898946273,0.9999999999999994,0.03486029251723063
OXY,0.8110045870851355,0.7137451908840887,0.7231067909777518,0.7442389915812566,0.693291863172176,0.7760526739838534,0.38861390466184803,0.7703961768837446,0.4007859287932844,0.7019031467078655,0.7588530848993569,0.7454284560942063,0.576748940093086,0.48551146333740786,0.723825485110504,0.47610933560229063,0.5182349038709364,0.45596486830203936,0.6399799822433885,0.6971911883935299,0.46585636118122703,0.6641996060763359,0.6268708990103067,0.03486029251723063,1.0000000000000004
