tickers,HES,HP,NOV,COP,EOG,APA,PSX,XOM,COG,PXD,CVX,MRO,WMB,MPC,CXO,VLO,EQT,KMI,FTI,DVN,RRC,HAL,XEC,OKE,OXY
HES,1.0,0.6962309320361741,0.7104987565190942,0.6635976529807672,0.7006593202500921,0.7719822116960423,0.45302180430623584,0.759136194789345,0.4357879243624533,0.7083407549449132,0.7333920867188338,0.7045828891698421,0.5685878340161793,0.49732317541317245,0.6680509394222722,0.5249303363446819,0.5511249880254974,0.4709346629955473,0.6849893233584977,0.7063489890162884,0.5312276977573076,0.6684824573608362,0.6485178618269956,0.10695254404925184,0.8110045870851356
HP,0.6962309320361741,0.9999999999999997,0.71412997496985,0.6597960919642893,0.6747559593576279,0.6561339835086615,0.3893917413574255,0.651216282073032,0.4135786388912102,0.7108881737192064,0.6339605042388434,0.6717990671841195,0.5201111099961351,0.42892792147618,0.6377601122485896,0.5018176859065856,0.5095325769916751,0.3937050364634456,0.6090217606214681,0.6944357577025663,0.4966777947298392,0.740622586004983,0.683765345827835,0.06985006162429505,0.7137451908840887
NOV,0.7104987565190942,0.7141299749698502,1.0000000000000004,0.6221953345182643,0.6679855689743576,0.6798115375517992,0.37718301043319946,0.6315359608535323,0.4746461901647776,0.6509712482271409,0.6666146715767053,0.6038388419527393,0.6076108551793686,0.4888537880350294,0.6149219585014143,0.5080932436055117,0.506285182222568,0.45839157736845954,0.7185585056945312,0.6422102879828213,0.4907641016963856,0.6937548634186774,0.5855312924896815,0.17831434399283924,0.7231067909777518
COP,0.6635976529807672,0.6597960919642893,0.6221953345182643,0.9999999999999999,0.7143378545284846,0.7221810126955974,0.49895514018417503,0.7449238924212294,0.486069408632544,0.7504493476441524,0.7892055652074603,0.7439192490831534,0.6126386684627747,0.4623722491716227,0.6683107475136444,0.4857216174840814,0.5702632475980832,0.44966462686343595,0.571388698530863,0.6788635681120386,0.5275523586271279,0.5972551115419816,0.6144883035607255,0.13510407061956367,0.7442389915812567
EOG,0.7006593202500921,0.6747559593576279,0.6679855689743573,0.7143378545284846,1.0000000000000004,0.7365080982197713,0.4715368778866666,0.6846187793762891,0.5092560771163105,0.8375962602934145,0.6813109921898649,0.7367401300281523,0.6625153268843517,0.4325394860247542,0.7061974309154402,0.4841669441382556,0.5348669889738416,0.4628213422989124,0.6580727241364889,0.648301569930617,0.5840439562189788,0.6257895096335713,0.6539097775824133,0.20640249623769533,0.6932918631721761
APA,0.7719822116960422,0.6561339835086615,0.6798115375517991,0.7221810126955974,0.7365080982197713,1.0,0.42114537452188405,0.7099698659633276,0.5029946076830789,0.7447781028575827,0.7191267512710207,0.7265512134339882,0.6328320135907751,0.40568525850601833,0.7098112427839316,0.4382060004112956,0.6163437266896468,0.482463099523346,0.6739700200472861,0.7727164198026726,0.6118860313206508,0.6573418108116879,0.7144587211217844,0.12155132808706244,0.7760526739838534
PSX,0.45302180430623584,0.3893917413574255,0.37718301043319946,0.49895514018417503,0.4715368778866666,0.4211453745218841,0.9999999999999996,0.49927084030044916,0.44622626416347866,0.4259205402415835,0.4816426423925406,0.48235911879387555,0.4055181454496262,0.5614646457902005,0.3434066248109248,0.49158332287171413,0.3997848744893215,0.24532533078085,0.41062041299867497,0.3692383137761484,0.38698024057332886,0.3758706166274907,0.34185552604809805,0.14436958283645865,0.3886139046618481
XOM,0.759136194789345,0.651216282073032,0.6315359608535323,0.7449238924212294,0.6846187793762891,0.7099698659633276,0.49927084030044916,0.9999999999999998,0.44709486061001913,0.6930355179491046,0.8132568506661557,0.7114880978492779,0.5696334333498054,0.5204538887754889,0.6343454548739323,0.5361229392372646,0.5422099917084735,0.3879201065256377,0.6321922685685825,0.6688483871964686,0.5069836971148437,0.6094532986988698,0.5742968942554186,0.1546189063635743,0.7703961768837446
COG,0.4357879243624533,0.4135786388912102,0.4746461901647776,0.486069408632544,0.5092560771163105,0.5029946076830789,0.44622626416347866,0.44709486061001913,1.0000000000000002,0.42905659131802165,0.4610686693530202,0.4745257023270854,0.3911503027160482,0.3418429294037265,0.4013473492248357,0.3545660800862125,0.7096605528823965,0.19292292080875176,0.4848134906509712,0.510808488391242,0.6836120736010155,0.38440551756220603,0.4423063588862645,0.0971530756995558,0.40078592879328445
PXD,0.7083407549449132,0.7108881737192065,0.6509712482271409,0.7504493476441525,0.8375962602934145,0.7447781028575827,0.4259205402415835,0.6930355179491046,0.42905659131802165,1.0000000000000004,0.7067526448227228,0.7511246022206568,0.6603497404849514,0.3952145117145444,0.7657692992822528,0.4588053908489555,0.5088247868037209,0.46955585855687254,0.6660765485234682,0.6633486623150162,0.5790366667315257,0.5932615059111477,0.657525036951872,0.20923286331248234,0.7019031467078655
