tickers,CCI,SBAC,IRM,EQIX
CCI,1.0000000000000004,0.6257022880177364,0.23872638505335303,0.41545746086328317
SBAC,0.6257022880177364,1.0000000000000009,0.26863407492630736,0.40873697825959227
IRM,0.238726385053353,0.26863407492630736,0.9999999999999998,0.28944598952974043
EQIX,0.4154574608632831,0.4087369782595923,0.28944598952974043,1.0000000000000009
