tickers,MGM,GM,FBHS,TRIP,PVH,FL,IP,WHR,F,MAT,TJX,MCD,VFC,GPC,HRB,LEN,HAS,PHM,BLL,NKE,JWN,GPS,LEG,LOW,HD,HOG,TIF,AZO,M,MHK,KSS,DHI,SBUX,ORLY,BWA,TSCO,DRI,AMZN,RL,YUM,MAR,BBY,SEE,EBAY,PKG,AAP,KMX,WYNN,LKQ,EXPE,UA,CMG,HBI,ROST,ULTA
MGM,1.0,0.3900932332067819,-0.3151170429975818,-0.20387091181292563,-0.09275170809770084,-0.3624635265605935,0.032373819073165,-0.09181724625375243,0.6327030576643776,-0.2067467297188955,-0.35751646512993085,0.5269544058468301,-0.2097797476363569,0.18830574903329786,-0.021945801654723103,0.0,-0.10185588168598231,-0.3278245918439898,-0.16028974592693865,0.5277739779655429,-0.11205331810413573,-0.4072275539346629,-0.15305121059835822,0.06161374337759214,-0.37106050426557113,0.3317940445606567,0.4486310653204043,-0.04609794786876275,0.019470909922381915,-0.3420465880062704,-0.09190817820373683,-0.3883177206861709,0.2406782963159556,0.023134600585625095,0.6007016320292204,-0.09530094945160035,-0.2322595660196522,-0.37054096212124443,0.3605805287236299,0.01419056316595165,0.0661183681665394,0.5223675023969931,0.6165212951863135,-0.3489159230548388,-0.15441806319138654,0.3819514307714175,0.16947192388242877,0.5280854511390706,0.0,-0.41606887367554674,0.41916521675413887,0.4485406863421666,-0.27770095540856016,-0.3848457050641575,-0.08790363400646038
GM,0.3900932332067819,0.9999999999999999,0.11766787307625849,-0.2834217838606079,0.3640573342570974,-0.04039169843274455,0.4310250610559883,0.378746019082838,0.6390961613976059,0.17456206725593035,-0.2853145556791559,0.24018395559970332,0.16340049936853837,0.18148183979261306,0.41098348693002346,0.0,0.1754504537198273,0.08823340213832874,0.19810805225944478,0.20036659797739642,0.054967676243913445,-0.07673876504424482,0.34217132223188823,0.4127602125414827,0.06435118455748058,0.213219686550825,0.3933045157901799,-0.05658709903263041,0.2397671172331012,0.12614149188063278,0.055482294628876945,-0.056708160706624974,0.021736685917487886,-0.0724863760090814,0.3177645480740701,-0.05039071608310819,-0.07957670646609159,-0.08802869237777987,0.4137288581544818,0.16376413553088448,-0.12454153632504215,0.05448960244068601,0.5137470148875694,0.02617489800974429,0.27441456567338046,0.2979838840368095,0.6016822437973764,0.46835264973592083,0.0,0.019038125375943293,-0.05407578638152717,-0.05333720028928567,0.1602791949557536,-0.5018571507933685,0.07161693192547516
FBHS,-0.3151170429975818,0.1176678730762585,1.0,0.20111588705795777,0.6124883900174918,0.6254944413820518,0.45490070240772484,0.5860167989337227,-0.16474041656992602,0.6792021931735146,0.1705501167619073,-0.4746852963578569,0.5372151140619553,-0.040405990547097204,0.3422335282263095,0.0,0.46329811686143824,0.8032293862310268,0.6095140267512045,-0.26199779624754993,0.3382166138659244,0.6703865784234893,0.48919708200826484,0.4797554999135339,0.7736240637916996,0.06284675896359823,-0.09920571444468818,0.08387989658516783,0.3272756515041287,0.8166809334421463,0.24166599815410383,0.7310271634889111,0.05134883504950047,0.07238640622852288,-0.2550160931219426,0.3276042405699665,0.4164227598593597,0.7026845488382315,0.02337320230640744,0.29525647759818213,0.22429906893182103,-0.6627532972228571,-0.22930408404118688,0.7916077665576983,0.6283150260546563,-0.18160480976585594,0.25734135333550145,-0.018358949581339722,0.0,0.726919019456135,-0.340480987001625,-0.3864268920639528,0.7094979269126142,0.22493408878189736,0.5036417906605045
TRIP,-0.20387091181292563,-0.28342178386060785,0.20111588705795774,1.0,-0.015751322150751142,0.0824318024829613,-0.20215434250807454,-0.07216561217001767,-0.2549851190613653,0.027627243185828602,-0.003376097247306746,-0.3175914621108451,-0.09154465733953741,-0.07722244239111835,-0.10345672429474789,0.0,-0.1337772358098401,0.13194199131592982,0.18045550511443315,-0.03963738083820432,-0.18106109474518334,0.04507821180744802,-0.15726833502820617,0.03727887158276582,0.16483410493827164,0.266793147922294,-0.42804095875902753,0.2391398748431936,-0.09595626867704925,0.16892217904384985,-0.2498070760211915,0.13148755791713354,0.40001929151825955,0.44508029390566156,-0.2331913540437154,-0.015784736096409048,-0.05800922964815813,0.19284854074465754,-0.29088922947996,0.060188087844290555,0.2139847731360812,-0.20458236639523703,-0.24600739664393623,0.1986016246597841,-0.03611280922441852,-0.07602546031732543,-0.18537871891442995,-0.3175878800497195,0.0,0.25076757385612247,-0.0060423934550434795,0.10236878903526306,0.11376754683768484,0.2782787613143841,0.2151744093701604
PVH,-0.09275170809770085,0.36405733425709746,0.6124883900174918,-0.01575132215075114,1.0,0.5018161988185801,0.6563680741471758,0.7697623219211134,0.08866225606422994,0.6777503550092976,-0.023854302987208253,-0.2667909556837314,0.6660131783001698,0.03453765379347095,0.544059228016489,0.0,0.5765193215687552,0.5575294177247124,0.6349442563638256,-0.06370634660185584,0.4839171361708116,0.4802610550462203,0.6556455903985225,0.6605027781440866,0.6292813927002129,0.16358288415536118,0.1434633076245803,0.09811672497074347,0.556973862884463,0.5493435326211135,0.3496600300952529,0.43674948232713656,0.10339729373573749,0.05403581001947557,-0.01706736951254465,0.3468282423888508,0.2991029958790668,0.4291223482445244,0.29557141158071654,0.41678722606400653,0.12696372868142897,-0.4060510832054427,0.007943911848253826,0.5522306508380973,0.6743726647842052,0.08793893130906581,0.5252548257203391,0.2059201646625032,0.0,0.47057122122254785,-0.2652805484466334,-0.2871696021029689,0.6763656588528355,-0.001703632280502316,0.48634661745622554
FL,-0.3624635265605935,-0.04039169843274456,0.6254944413820518,0.0824318024829613,0.5018161988185801,0.9999999999999999,0.41298371841127746,0.49136116491489795,-0.32688553921238056,0.622230130281965,0.3289230443797481,-0.37567710972262275,0.6377487181056382,-0.057827455022946374,0.2866667943897565,0.0,0.5733769348313601,0.6225581015531789,0.5115075426508771,-0.21403198654669273,0.4985128908633172,0.7706256868207237,0.4179172354965439,0.29822617868415396,0.6500024113106518,-0.13601505060048755,-0.05012055939559556,0.05692337505868724,0.34236929287187257,0.5679937056160046,0.35568560363325685,0.6791324488747067,-0.04310649686860008,-0.1005947596849381,-0.16211264058926259,0.41669747528877593,0.5410785013400585,0.6742840836147992,0.08945101794936568,0.22734141448151676,0.2461766309605709,-0.495369489686409,-0.3815176290903219,0.6630127329275313,0.5631321009503756,-0.2553642911191174,0.12550243006657444,-0.08894246337952709,0.0,0.5720302202218293,-0.2145979391699749,-0.2748003380867746,0.657866824681539,0.4074776572542218,0.5342463552152164
IP,0.03237381907316501,0.43102506105598837,0.45490070240772484,-0.20215434250807454,0.6563680741471758,0.4129837184112774,1.0,0.733804885241743,0.14276754108750553,0.6029882607880287,-0.013731228099841807,-0.07591151835679706,0.5641265008827687,0.08180005417523638,0.559826650257499,0.0,0.5206691656222007,0.49345512081228365,0.4676039468251522,-0.10027971832269793,0.4406676099819913,0.4055631486348379,0.6501625250936198,0.502058830583931,0.4440192962770799,0.025759768464840356,0.2230832325083652,-0.003214659063999969,0.4250406047153905,0.4202861452252051,0.32418960638024186,0.37303016736327615,-0.028741822996060696,-0.08495040361589809,0.08179144064041081,0.20355604519986537,0.2744536818385806,0.34685056724273633,0.3363176312756767,0.2639998722294837,0.04751182365291555,-0.2914435502368999,0.07804533339842011,0.43860017028949855,0.7071366578439471,0.040605711219631684,0.5631864162593418,0.28580155967962706,0.0,0.3411520750812561,-0.34690371160384564,-0.34417695634294504,0.5555966495715161,-0.07433725177727826,0.35989196953945096
WHR,-0.09181724625375243,0.378746019082838,0.5860167989337228,-0.07216561217001768,0.7697623219211134,0.4913611649148979,0.733804885241743,1.0,0.0987337315039246,0.715620327438833,-0.05802739213319378,-0.2333258343913418,0.6051646292645176,-0.005563238442646651,0.6194172040014222,0.0,0.5510067390537023,0.6210855069703054,0.6018397796296441,-0.15772049402606342,0.43002734479708893,0.4658190545760909,0.7007270504955105,0.5771025357761815,0.5902793480080333,0.0878665168867777,0.10813417236515223,0.030787524403193205,0.4280685125018447,0.5653082213794434,0.3386915428706139,0.46464974130513026,0.008292220419860009,-0.04178787873801958,-0.037219767017945625,0.21307576197550696,0.3145626877201012,0.41404354724827147,0.26089052516192324,0.3394036881937771,0.04383201145968863,-0.42093082211763183,0.030295727555077465,0.5547609488167025,0.7819754938667908,0.0011249317011563706,0.5053450864252402,0.137492166049667,0.0,0.5096192534712018,-0.3894789313985067,-0.3692075356680399,0.7154822212309007,-0.04545089307302424,0.39842494704133047
F,0.6327030576643775,0.6390961613976059,-0.16474041656992602,-0.2549851190613653,0.08866225606422994,-0.32688553921238056,0.1427675410875055,0.09873373150392462,1.0,-0.09508326244431403,-0.3559899583770656,0.38724863659853126,-0.1272728435198617,0.2409158192969498,0.18474583117232304,0.0,-0.07915373583002287,-0.19999042592434013,-0.005603414678625066,0.4169097064588407,-0.13719848029649345,-0.38649992835458424,0.09928668654234303,0.22219007402029664,-0.21346393708848457,0.30640477048337605,0.4449776072874322,-0.038132357266851394,0.09004575426532013,-0.14752132503715462,-0.11556605918920965,-0.3320403911867648,0.14008958281219344,-0.007177577318271059,0.43663139439809007,-0.19098515704585142,-0.30779398187285617,-0.33018020673175563,0.36301360533953636,0.10670492758362571,-0.17394668956522072,0.315337205230179,0.7283999836194426,-0.24855194655682536,-0.011911857307148398,0.42873958529889733,0.4235587720427955,0.5195022865314615,0.0,-0.2519233079377021,0.1836992723083815,0.20741715415610074,-0.10742689232399548,-0.6253303436303149,-0.11718896385564914
MAT,-0.20674672971889546,0.17456206725593035,0.6792021931735145,0.027627243185828602,0.6777503550092976,0.622230130281965,0.6029882607880288,0.715620327438833,-0.09508326244431403,1.0,0.09630261380532158,-0.37215588257195314,0.6619185005320671,0.05662714564526774,0.4650993624734426,0.0,0.5949642061703889,0.7164755346822962,0.6390681128252562,-0.2277500207411935,0.47676795057079707,0.6127050755275759,0.6069411689404544,0.48753961899779596,0.6884618948030815,0.010679533808029011,0.004277490428877932,0.01392283218026224,0.37898089662202,0.624841313133098,0.3435354008970526,0.586814221141392,-0.0330900130624676,-0.03666420367609656,-0.14371625031968097,0.26988698293672925,0.3928008565458108,0.5726826688122154,0.15051449754228072,0.2949728369743703,0.08938367744768948,-0.5025413434368218,-0.1682594858999973,0.6913108599512602,0.7875697755070031,-0.10670012419982733,0.33982051007697534,0.05241495413053573,0.0,0.6112951923434801,-0.38412329507014636,-0.39940204486608205,0.7754688599418443,0.15324501242855432,0.4454307530249663
