tickers,KMB,EL,CHD,COST,K,TAP,PEP,MDLZ,TGT,HSY,KO,STZ,NWL,DG,MO,PM,CAG,TSN,CL,CLX,DLTR,MKC,ADM,WMT,MNST,CPB,GIS,HRL,PG,SYY,SJM,KR
DLTR,0.28421052631578947,0.16842105263157894,0.2947368421052632,0.35789473684210527,0.031578947368421054,0.042105263157894736,0.052631578947368425,0.021052631578947368,0.2631578947368421,0.15789473684210525,0.09473684210526316,0.22105263157894736,0.2269137186253004,0.3263157894736842,0.17894736842105263,0.2631578947368421,0.15789473684210525,0.08421052631578947,0.1473684210526316,0.0,1.0,0.5263157894736842,0.08421052631578947,0.09473684210526316,-0.15789473684210525,0.042105263157894736,0.08421052631578947,0.16842105263157894,0.09473684210526316,0.08971007480535134,0.09473684210526316,0.021052631578947368
MKC,0.08421052631578947,0.19999999999999998,0.15789473684210525,0.2631578947368421,0.10526315789473685,-0.031578947368421054,0.08421052631578947,0.1368421052631579,0.12631578947368421,0.12631578947368421,0.021052631578947368,0.12631578947368421,0.23746784507298882,0.3157894736842105,0.18947368421052632,0.2947368421052632,0.2736842105263158,0.1368421052631579,0.09473684210526316,-0.09473684210526316,0.5263157894736842,1.0,0.1368421052631579,0.06315789473684211,-0.23157894736842105,-0.19999999999999998,0.15789473684210525,0.031578947368421054,0.12631578947368421,0.04749356901459776,0.16842105263157894,0.052631578947368425
ADM,0.5263157894736842,0.5789473684210527,0.38947368421052636,0.22105263157894736,0.4421052631578947,0.11578947368421053,0.5263157894736842,0.3684210526315789,0.12631578947368421,0.2947368421052632,0.39999999999999997,0.4421052631578947,0.3535632359975612,-0.021052631578947368,0.4210526315789474,0.5263157894736842,0.37894736842105264,0.5157894736842106,0.3684210526315789,0.3684210526315789,0.08421052631578947,0.1368421052631579,1.0,0.25263157894736843,0.12631578947368421,0.19999999999999998,0.3473684210526316,0.28421052631578947,0.6736842105263158,0.4485503740267566,0.2736842105263158,0.4105263157894737
WMT,0.2631578947368421,0.2105263157894737,0.2947368421052632,0.2736842105263158,0.17894736842105263,0.10526315789473685,0.4105263157894737,0.2736842105263158,0.17894736842105263,0.052631578947368425,0.17894736842105263,0.43157894736842106,0.4063338682360031,0.052631578947368425,0.45263157894736844,0.2631578947368421,0.2631578947368421,0.042105263157894736,0.4210526315789474,0.2105263157894737,0.09473684210526316,0.06315789473684211,0.25263157894736843,1.0,0.010526315789473684,0.2947368421052632,0.18947368421052632,0.06315789473684211,0.2631578947368421,0.14248070704379331,0.010526315789473684,0.10526315789473685
MNST,0.17894736842105263,0.08421052631578947,0.16842105263157894,-0.10526315789473685,0.22105263157894736,0.06315789473684211,0.3684210526315789,0.2947368421052632,0.09473684210526316,0.28421052631578947,0.28421052631578947,0.031578947368421054,0.1319265805961049,0.010526315789473684,0.3263157894736842,0.11578947368421053,0.22105263157894736,0.06315789473684211,0.23157894736842105,0.3157894736842105,-0.15789473684210525,-0.23157894736842105,0.12631578947368421,0.010526315789473684,1.0,0.18947368421052632,0.10526315789473685,0.25263157894736843,0.3473684210526316,0.269130224416054,0.1368421052631579,0.2947368421052632
CPB,0.4421052631578947,0.22105263157894736,0.30526315789473685,0.19999999999999998,0.3368421052631579,0.010526315789473684,0.3368421052631579,0.24210526315789474,0.3157894736842105,0.39999999999999997,0.3157894736842105,0.18947368421052632,0.31134673020680753,0.12631578947368421,0.16842105263157894,0.10526315789473685,0.08421052631578947,0.30526315789473685,0.30526315789473685,0.30526315789473685,0.042105263157894736,-0.19999999999999998,0.19999999999999998,0.2947368421052632,0.18947368421052632,1.0,0.38947368421052636,0.5368421052631579,0.23157894736842105,0.33245498310218435,0.06315789473684211,0.1368421052631579
GIS,0.4421052631578947,0.3684210526315789,0.3263157894736842,0.28421052631578947,0.6105263157894737,-0.30526315789473685,0.35789473684210527,0.4105263157894737,0.23157894736842105,0.5473684210526316,0.4210526315789474,0.2947368421052632,0.24802197152067723,0.042105263157894736,0.23157894736842105,0.1473684210526316,0.37894736842105264,0.45263157894736844,0.5789473684210527,0.45263157894736844,0.08421052631578947,0.15789473684210525,0.3473684210526316,0.18947368421052632,0.10526315789473685,0.38947368421052636,1.0,0.49473684210526314,0.5052631578947369,0.45910450047444507,0.2105263157894737,0.09473684210526316
HRL,0.5052631578947369,0.30526315789473685,0.38947368421052636,0.3684210526315789,0.5684210526315789,-0.19999999999999998,0.4210526315789474,0.5157894736842106,0.39999999999999997,0.5052631578947369,0.4421052631578947,0.2105263157894737,0.3746714888929379,0.16842105263157894,0.16842105263157894,0.23157894736842105,0.25263157894736843,0.4105263157894737,0.45263157894736844,0.28421052631578947,0.16842105263157894,0.031578947368421054,0.28421052631578947,0.06315789473684211,0.25263157894736843,0.5368421052631579,0.49473684210526314,1.0,0.37894736842105264,0.4168879946836915,0.23157894736842105,0.3263157894736842
PG,0.49473684210526314,0.6105263157894737,0.4421052631578947,0.16842105263157894,0.5157894736842106,0.0,0.6421052631578947,0.37894736842105264,0.09473684210526316,0.5157894736842106,0.5789473684210527,0.45263157894736844,0.2796843508637424,-0.09473684210526316,0.5578947368421052,0.45263157894736844,0.5157894736842106,0.4842105263157895,0.5263157894736842,0.5473684210526316,0.09473684210526316,0.12631578947368421,0.6736842105263158,0.2631578947368421,0.3473684210526316,0.23157894736842105,0.5052631578947369,0.37894736842105264,1.0,0.5857540178467058,0.30526315789473685,0.4210526315789474
SYY,0.32190085665449597,0.3852256153406263,0.16358895993917008,0.18469721283454685,0.5751998913990174,-0.11081832770072811,0.43799624757906824,0.34300910954987274,0.18469721283454685,0.4274421211313799,0.43799624757906824,0.29023847731143076,0.47619047619047616,0.06860182190997455,0.3535632359975611,0.22691371862530044,0.45910450047444507,0.45910450047444507,0.269130224416054,0.33245498310218435,0.08971007480535134,0.04749356901459777,0.4485503740267567,0.1424807070437933,0.269130224416054,0.33245498310218435,0.45910450047444507,0.4168879946836915,0.5857540178467058,1.0,0.21635959217761203,0.23746784507298882
SJM,0.4105263157894737,0.3157894736842105,0.18947368421052632,0.18947368421052632,0.19999999999999998,0.021052631578947368,0.15789473684210525,0.18947368421052632,0.0736842105263158,0.30526315789473685,0.0736842105263158,0.17894736842105263,0.15303483349148167,0.09473684210526316,0.3684210526315789,0.1368421052631579,0.24210526315789474,0.3368421052631579,0.2105263157894737,0.2105263157894737,0.09473684210526316,0.16842105263157894,0.2736842105263158,0.010526315789473684,0.1368421052631579,0.06315789473684211,0.2105263157894737,0.23157894736842105,0.30526315789473685,0.21635959217761205,1.0,0.3157894736842105
KR,0.3368421052631579,0.4736842105263158,0.28421052631578947,0.09473684210526316,0.23157894736842105,0.1368421052631579,0.3157894736842105,0.28421052631578947,0.10526315789473685,0.23157894736842105,0.2105263157894737,0.4210526315789474,0.269130224416054,-0.021052631578947368,0.39999999999999997,0.3157894736842105,0.18947368421052632,0.19999999999999998,0.24210526315789474,0.22105263157894736,0.021052631578947368,0.052631578947368425,0.4105263157894737,0.10526315789473685,0.2947368421052632,0.1368421052631579,0.09473684210526316,0.3263157894736842,0.4210526315789474,0.23746784507298882,0.3157894736842105,1.0
