tickers,PEG,PCG,AEP,NEE,D,CMS,NRG,XEL,PPL,AEE,WEC,DUK,LNT,ETR,EIX,ES,AWK,CNP,SRE,AES,EXC,PNW,NI,ED,DTE,SO,FE
PEG,0.9999999999999999,0.4261190654791652,0.3934824513480348,0.3628678320638265,0.42803699015651764,0.38291118821029885,0.2309610962955766,0.4324832685521946,0.41453933223517425,0.41479850030784393,0.4046261534555585,0.41923780590890125,0.35384814718839075,0.4041588400006859,0.3295329410295703,0.09997739915391907,0.25822440517801293,0.3363841110858937,0.34577698603611695,0.27077124535778035,0.4511071185677869,0.38361978805432606,0.327475340810547,0.4024228292202698,0.38359625558656635,0.3817837308342696,0.4161186876596041
PCG,0.4261190654791652,0.9999999999999999,0.36469349979282406,0.3746983855003797,0.43196061607905295,0.4089260266873947,0.22122890656061858,0.4458054380975756,0.33527697426293424,0.4217687154496042,0.44690639004168503,0.37636923896181823,0.37371250969128983,0.36675735198859954,0.3931208705790905,0.13415955128259047,0.2724607678363532,0.3462105484698121,0.41163419699101395,0.29861969244523395,0.3130172868389824,0.3870288596022125,0.3225304927127318,0.4258461540695156,0.42166294371978524,0.3818885524621814,0.33446701158784004
AEP,0.3934824513480348,0.36469349979282406,1.0,0.4138377837627073,0.40211194799861055,0.45668475473656867,0.28575130796278186,0.4724621570913485,0.404224646167356,0.4572270923587316,0.4381773134097531,0.4649889508588207,0.39306133733901816,0.48285691459380303,0.43258563724426374,0.11357491317087844,0.29280461395574614,0.35146606483387777,0.3427164660102729,0.3784694873726932,0.330838760535083,0.47795237725196943,0.2985616173654303,0.4274816592414453,0.458996744419528,0.38701736383819874,0.3990670403348271
NEE,0.3628678320638265,0.37469838550037965,0.4138377837627073,1.0,0.46393522267206483,0.4613690467156114,0.21413879736580202,0.45336276289630234,0.31859926970319424,0.41144172084395225,0.41902201866912225,0.4171109801455456,0.4244740640182492,0.40326472451078116,0.40501368404203025,0.08592708089525743,0.25655977012916026,0.3510431605100343,0.3693075081291987,0.3420119245617166,0.30560415042910327,0.4112997384491875,0.3076026069681263,0.38332604581618984,0.46070127286852247,0.39358704453441296,0.3670904538718249
D,0.4280369901565176,0.43196061607905295,0.4021119479986106,0.46393522267206483,1.0,0.4557982867271884,0.21964531613031366,0.45977873223755517,0.36706134468804213,0.4543967418532492,0.4586728072930887,0.44530510280319646,0.43438547673015954,0.37949183014158083,0.38311930176194925,0.1142450656523581,0.29873664143069645,0.39963717497709333,0.3931463369296803,0.3320318513485467,0.3527048961068557,0.41052223421771455,0.33332253851116467,0.46630714673558804,0.4540286677774084,0.4494251012145749,0.41554781899952714
CMS,0.38291118821029885,0.4089260266873947,0.4566847547365687,0.4613690467156114,0.4557982867271884,0.9999999999999999,0.24189421291284036,0.5750300410291885,0.4475542682528212,0.4775510294284228,0.49420149945462066,0.4363212875307319,0.4774243710218072,0.4418318435030444,0.4157274258323616,0.08368753440741862,0.32312402320385486,0.4334191941590358,0.41234675913861035,0.3465103071841723,0.34230090758848464,0.5172587094055853,0.4274816623812315,0.49807287475517265,0.5259611983501208,0.4528185778961715,0.4185534305382597
NRG,0.2309610962955766,0.22122890656061858,0.28575130796278186,0.21413879736580202,0.21964531613031363,0.24189421291284036,1.0,0.2245122990423067,0.2352674388278381,0.2572974386079166,0.17960929232463985,0.18097555209374697,0.23478345384997745,0.25964435065738195,0.26372558670813423,0.12528397891965962,0.22590102933085068,0.2555280194334267,0.19101760546008278,0.24751289689414802,0.2693771775256021,0.23744958215133563,0.2467564024488724,0.1800336878615974,0.30839002267573695,0.10394363950186941,0.2186588921282799
XEL,0.4324832685521946,0.44580543809757567,0.4724621570913485,0.45336276289630234,0.45977873223755517,0.5750300410291885,0.2245122990423067,1.0,0.4651434325244909,0.5016367090728867,0.5507697528094481,0.48114645365883235,0.5145987040767908,0.44807367335465004,0.4751628829962821,0.08561048297816251,0.31582701501790794,0.4339540212804938,0.45272934872127873,0.34058417368044025,0.36314435128534206,0.5773413235543683,0.40111486126391316,0.5611795781626654,0.5628362600702631,0.48252625990199693,0.42083093466561705
PPL,0.41453933223517425,0.33527697426293424,0.4042246461673559,0.31859926970319424,0.36706134468804213,0.44755426825282113,0.2352674388278381,0.465143432524491,1.0,0.4700622083981338,0.3801840331778123,0.39524182945626546,0.3857068841506709,0.42656301421201137,0.3299643729316182,0.0948318653581147,0.23868846088440374,0.3576832730024552,0.3140742213913112,0.30645580495909375,0.4276434091507052,0.42365330143193236,0.3189645400730838,0.42774304879357883,0.4029546136244354,0.4192163852800241,0.36051446698928424
AEE,0.414798500307844,0.42176871544960426,0.45722709235873166,0.41144172084395225,0.45439674185324924,0.47755102942842287,0.2572974386079166,0.5016367090728868,0.4700622083981338,1.0,0.4738854328667703,0.4249319652428768,0.44900868590024345,0.42759961934982915,0.4483965099272981,0.06456223471181946,0.30154384490988806,0.4713487247365446,0.40653093390815515,0.3570132347112285,0.4013348669709664,0.4805508308632496,0.4491422467275937,0.516246078883253,0.5004697597097828,0.45899675164459175,0.4326951133275414
