tickers,CCI,SBAC,IRM,EQIX
CCI,1.0,0.42921457489878545,0.18442105263157893,0.2825217405756601
SBAC,0.42921457489878545,1.0,0.20728744939271257,0.23154280905369645
IRM,0.18442105263157893,0.20728744939271257,1.0,0.17706595846923465
EQIX,0.28252174057566015,0.23154280905369642,0.17706595846923465,0.9999999999999999
